category,scientific_name,conservation_status,park_name,observations
Vascular Plant,Castilleja miniata ssp. miniata,Safe,Great Smoky Mountains National Park,77
Vascular Plant,Castilleja minor ssp. spiralis,Safe,Great Smoky Mountains National Park,93
Vascular Plant,Castilleja nana,Safe,Great Smoky Mountains National Park,73
Vascular Plant,Castilleja pallescens,Safe,Great Smoky Mountains National Park,74
Vascular Plant,Castilleja parviflora,Safe,Great Smoky Mountains National Park,93
Vascular Plant,Castilleja pilosa,Safe,Great Smoky Mountains National Park,76
Vascular Plant,Castilleja pilosa var. longispica,Safe,Great Smoky Mountains National Park,86
Vascular Plant,Castilleja pulchella,Safe,Great Smoky Mountains National Park,33
Vascular Plant,Castilleja rhexiifolia,Safe,Great Smoky Mountains National Park,99
Vascular Plant,Castilleja sulphurea,Species of Concern,Great Smoky Mountains National Park,60
Vascular Plant,Castilleja tenuis,Safe,Great Smoky Mountains National Park,48
Mammal,Castor canadensis,Safe,Great Smoky Mountains National Park,95
Mammal,Castor canadensis,Safe,Great Smoky Mountains National Park,62
Mammal,Castor canadensis,Safe,Great Smoky Mountains National Park,86
Vascular Plant,Catabrosa aquatica,Safe,Great Smoky Mountains National Park,88
Vascular Plant,Catalpa bignonioides,Safe,Great Smoky Mountains National Park,85
Vascular Plant,Catalpa speciosa,Safe,Great Smoky Mountains National Park,88
Bird,Cathartes aura,Species of Concern,Great Smoky Mountains National Park,47
Bird,Catharus fuscescens,Safe,Great Smoky Mountains National Park,47
Bird,Catharus guttatus,Safe,Great Smoky Mountains National Park,62
Bird,Catharus minimus,Safe,Great Smoky Mountains National Park,47
Bird,Catharus ustulatus,Safe,Great Smoky Mountains National Park,61
Bird,Catherpes mexicanus,Safe,Great Smoky Mountains National Park,33
Bird,Catoptrophorus semipalmatus,Safe,Great Smoky Mountains National Park,77
Fish,Catostomus ardens,Safe,Great Smoky Mountains National Park,72
Fish,Catostomus catostomus,Safe,Great Smoky Mountains National Park,62
Fish,Catostomus commersoni,Safe,Great Smoky Mountains National Park,53
Fish,Catostomus occidentalis,Safe,Great Smoky Mountains National Park,58
Fish,Catostomus platyrhynchus,Safe,Great Smoky Mountains National Park,82
Vascular Plant,Caulophyllum thalictroides,Safe,Great Smoky Mountains National Park,130
Vascular Plant,Ceanothus americanus,Safe,Great Smoky Mountains National Park,93
Vascular Plant,Ceanothus cordulatus,Safe,Great Smoky Mountains National Park,76
Vascular Plant,Ceanothus cuneatus var. cuneatus,Safe,Great Smoky Mountains National Park,47
Vascular Plant,Ceanothus diversifolius,Safe,Great Smoky Mountains National Park,93
Vascular Plant,Ceanothus fresnensis,Safe,Great Smoky Mountains National Park,80
Vascular Plant,Ceanothus integerrimus,Safe,Great Smoky Mountains National Park,55
Vascular Plant,Ceanothus leucodermis,Safe,Great Smoky Mountains National Park,43
Vascular Plant,Ceanothus parvifolius,Safe,Great Smoky Mountains National Park,74
Vascular Plant,Ceanothus velutinus var. velutinus,Safe,Great Smoky Mountains National Park,67
Vascular Plant,Celastrus orbiculatus,Safe,Great Smoky Mountains National Park,47
Vascular Plant,Celastrus scandens,Safe,Great Smoky Mountains National Park,103
Vascular Plant,Celtis laevigata,Safe,Great Smoky Mountains National Park,95
Vascular Plant,Celtis occidentalis,Safe,Great Smoky Mountains National Park,76
Vascular Plant,Celtis tenuifolia,Safe,Great Smoky Mountains National Park,76
Reptile,Cemophora coccinea copei,Safe,Great Smoky Mountains National Park,66
Vascular Plant,Centaurea biebersteinii,Safe,Great Smoky Mountains National Park,60
Vascular Plant,Centaurea cyanus,Safe,Great Smoky Mountains National Park,30
Vascular Plant,Centaurea cyanus,Safe,Great Smoky Mountains National Park,72
Vascular Plant,Centaurea diffusa,Safe,Great Smoky Mountains National Park,104
Vascular Plant,Centaurea maculosa,Safe,Great Smoky Mountains National Park,59
Vascular Plant,Centaurea melitensis,Safe,Great Smoky Mountains National Park,62
Vascular Plant,Centaurea nigra,Safe,Great Smoky Mountains National Park,61
Vascular Plant,Centaurea pratensis,Safe,Great Smoky Mountains National Park,79
Vascular Plant,Centaurea repens,Safe,Great Smoky Mountains National Park,72
Vascular Plant,Centaurea solstitialis,Safe,Great Smoky Mountains National Park,87
Vascular Plant,Centaurium venustum,Safe,Great Smoky Mountains National Park,41
Bird,Centrocercus urophasianus,Safe,Great Smoky Mountains National Park,77
Bird,Centrocercus urophasianus,Safe,Great Smoky Mountains National Park,82
Vascular Plant,Centrosema virginianum,Safe,Great Smoky Mountains National Park,45
Vascular Plant,Cephalanthera austiniae,Safe,Great Smoky Mountains National Park,74
Vascular Plant,Cephalanthus occidentalis,Safe,Great Smoky Mountains National Park,92
Nonvascular Plant,Cephalozia bicuspidata,Safe,Great Smoky Mountains National Park,100
Nonvascular Plant,Cephalozia bicuspidata ssp. ambigua,Safe,Great Smoky Mountains National Park,74
Nonvascular Plant,Cephalozia bicuspidata ssp. lammersiana,Safe,Great Smoky Mountains National Park,117
Nonvascular Plant,Cephalozia catenulata,Safe,Great Smoky Mountains National Park,103
Nonvascular Plant,Cephalozia connivens,Safe,Great Smoky Mountains National Park,62
Nonvascular Plant,Cephalozia lunulifolia,Safe,Great Smoky Mountains National Park,66
Vascular Plant,Cerastium arvense,Safe,Great Smoky Mountains National Park,83
Vascular Plant,Cerastium brachypetalum,Safe,Great Smoky Mountains National Park,54
Vascular Plant,Cerastium fontanum,Safe,Great Smoky Mountains National Park,91
Vascular Plant,Cerastium fontanum ssp. vulgare,Safe,Great Smoky Mountains National Park,60
Vascular Plant,Cerastium fontanum ssp. vulgare,Safe,Great Smoky Mountains National Park,38
Vascular Plant,Cerastium glomeratum,Safe,Great Smoky Mountains National Park,63
Vascular Plant,Cerastium glomeratum,Safe,Great Smoky Mountains National Park,57
Vascular Plant,Cerastium nutans var. nutans,Safe,Great Smoky Mountains National Park,99
Nonvascular Plant,Ceratodon purpureus,Safe,Great Smoky Mountains National Park,56
Vascular Plant,Ceratophyllum demersum,Safe,Great Smoky Mountains National Park,67
Vascular Plant,Cercis canadensis,Safe,Great Smoky Mountains National Park,72
Vascular Plant,Cercis occidentalis,Safe,Great Smoky Mountains National Park,73
Vascular Plant,Cercocarpus betuloides var. betuloides,Safe,Great Smoky Mountains National Park,93
Bird,Certhia americana,Species of Concern,Great Smoky Mountains National Park,63
Bird,Certhia familiaris,Safe,Great Smoky Mountains National Park,69
Mammal,Cervus elaphus,Safe,Great Smoky Mountains National Park,60
Mammal,Cervus elaphus,Safe,Great Smoky Mountains National Park,101
Bird,Ceryle alcyon,Safe,Great Smoky Mountains National Park,72
Bird,Ceryle torquata,Safe,Great Smoky Mountains National Park,73
Vascular Plant,Chaenactis alpigena,Safe,Great Smoky Mountains National Park,93
Vascular Plant,Chaenactis douglasii var. douglasii,Safe,Great Smoky Mountains National Park,76
Vascular Plant,Chaenactis glabriuscula var. glabriuscula,Safe,Great Smoky Mountains National Park,52
Vascular Plant,Chaenactis glabriuscula var. heterocarpha,Safe,Great Smoky Mountains National Park,95
Vascular Plant,Chaenactis glabriuscula var. megacephala,Safe,Great Smoky Mountains National Park,59
Vascular Plant,Chaenomeles speciosa,Safe,Great Smoky Mountains National Park,55
Vascular Plant,Chaerophyllum procumbens,Safe,Great Smoky Mountains National Park,55
Vascular Plant,Chaerophyllum tainturieri var. tainturieri,Safe,Great Smoky Mountains National Park,65
Mammal,Chaetodipus californicus,Safe,Great Smoky Mountains National Park,92
Bird,Chaetura pelagica,Safe,Great Smoky Mountains National Park,62
Bird,Chaetura vauxi,Species of Concern,Great Smoky Mountains National Park,53
Bird,Chamaea fasciata,Safe,Great Smoky Mountains National Park,92
Vascular Plant,Chamaebatia foliolosa,Safe,Great Smoky Mountains National Park,44
Vascular Plant,Chamaebatiaria millefolium,Safe,Great Smoky Mountains National Park,48
Vascular Plant,Chamaecrista fasciculata,Safe,Great Smoky Mountains National Park,92
Vascular Plant,Chamaecrista fasciculata var. fasciculata,Safe,Great Smoky Mountains National Park,88
Vascular Plant,Chamaecrista nictitans ssp. nictitans var. nictitans,Safe,Great Smoky Mountains National Park,91
Vascular Plant,Chamaelirium luteum,Safe,Great Smoky Mountains National Park,79
Vascular Plant,Chamaesyce glyptosperma,Safe,Great Smoky Mountains National Park,100
Vascular Plant,Chamaesyce maculata,Safe,Great Smoky Mountains National Park,111
Vascular Plant,Chamaesyce nutans,Safe,Great Smoky Mountains National Park,60
Vascular Plant,Chamaesyce serpyllifolia,Safe,Great Smoky Mountains National Park,52
Vascular Plant,Chamaesyce serpyllifolia ssp. serpyllifolia,Safe,Great Smoky Mountains National Park,91
Vascular Plant,Chamerion latifolium,Safe,Great Smoky Mountains National Park,71
Vascular Plant,Chamomilla suaveolens,Safe,Great Smoky Mountains National Park,53
Bird,Charadrius nivosus,Safe,Great Smoky Mountains National Park,57
Bird,Charadrius semipalmatus,Safe,Great Smoky Mountains National Park,59
Bird,Charadrius vociferus,Safe,Great Smoky Mountains National Park,100
Reptile,Charina bottae,Safe,Great Smoky Mountains National Park,77
Reptile,Charina bottae,Safe,Great Smoky Mountains National Park,73
Vascular Plant,Chasmanthium latifolium,Safe,Great Smoky Mountains National Park,82
Vascular Plant,Chasmanthium laxum,Safe,Great Smoky Mountains National Park,64
Vascular Plant,Chasmanthium laxum ssp. sessiliflorum,Safe,Great Smoky Mountains National Park,89
Vascular Plant,Chasmanthium laxum var. laxum,Safe,Great Smoky Mountains National Park,88
Vascular Plant,Chasmanthium laxum var. sessiliflorum,Safe,Great Smoky Mountains National Park,106
Vascular Plant,Chasmanthium sessiliflorum,Safe,Great Smoky Mountains National Park,70
Fish,Chasmistes liorus,Endangered,Great Smoky Mountains National Park,23
Vascular Plant,Cheilanthes alabamensis,Safe,Great Smoky Mountains National Park,50
Vascular Plant,Cheilanthes covillei,Safe,Great Smoky Mountains National Park,56
Vascular Plant,Cheilanthes feei,Safe,Great Smoky Mountains National Park,63
Vascular Plant,Cheilanthes gracillima,Safe,Great Smoky Mountains National Park,83
Vascular Plant,Cheilanthes intertexta,Safe,Great Smoky Mountains National Park,92
Vascular Plant,Cheilanthes lanosa,Safe,Great Smoky Mountains National Park,45
Vascular Plant,Cheilanthes tomentosa,Safe,Great Smoky Mountains National Park,50
Vascular Plant,Chelone glabra,Safe,Great Smoky Mountains National Park,68
Vascular Plant,Chelone lyonii,Safe,Great Smoky Mountains National Park,62
Vascular Plant,Chelone obliqua,Safe,Great Smoky Mountains National Park,90
Reptile,Chelydra serpentina serpentina,Safe,Great Smoky Mountains National Park,83
Bird,Chen caerulescens,Safe,Great Smoky Mountains National Park,71
Bird,Chen caerulescens,Safe,Great Smoky Mountains National Park,50
Bird,Chen rossii,Safe,Great Smoky Mountains National Park,59
Vascular Plant,Chenopodium album,Safe,Great Smoky Mountains National Park,54
Vascular Plant,Chenopodium album var. missouriense,Safe,Great Smoky Mountains National Park,61
Vascular Plant,Chenopodium ambrosioides,Safe,Great Smoky Mountains National Park,112
Vascular Plant,Chenopodium atrovirens,Safe,Great Smoky Mountains National Park,59
Vascular Plant,Chenopodium botrys,Safe,Great Smoky Mountains National Park,74
Vascular Plant,Chenopodium fremontii,Safe,Great Smoky Mountains National Park,67
Vascular Plant,Chenopodium glaucum var. salinum,Safe,Great Smoky Mountains National Park,96
Vascular Plant,Chenopodium leptophyllum,Safe,Great Smoky Mountains National Park,32
Vascular Plant,Chenopodium multifidum,Safe,Great Smoky Mountains National Park,85
Vascular Plant,Chenopodium murale,Safe,Great Smoky Mountains National Park,68
Vascular Plant,Chenopodium pratericola,Safe,Great Smoky Mountains National Park,60
Vascular Plant,Chenopodium pumilio,Safe,Great Smoky Mountains National Park,105
Vascular Plant,Chenopodium simplex,Safe,Great Smoky Mountains National Park,60
Vascular Plant,Chimaphila maculata,Safe,Great Smoky Mountains National Park,95
Vascular Plant,Chimaphila umbellata,Safe,Great Smoky Mountains National Park,73
Vascular Plant,Chionanthus virginicus,Safe,Great Smoky Mountains National Park,81
Bird,Chlidonias niger,Species of Concern,Great Smoky Mountains National Park,46
Vascular Plant,Chlorogalum pomeridianum var. pomeridianum,Safe,Great Smoky Mountains National Park,70
Vascular Plant,Choenomeles speciosa,Safe,Great Smoky Mountains National Park,59
Bird,Chondestes grammacus,Safe,Great Smoky Mountains National Park,61
Bird,Chordeiles minor,Safe,Great Smoky Mountains National Park,85
Vascular Plant,Chorispora tenella,Safe,Great Smoky Mountains National Park,86
Vascular Plant,Chorizanthe membranacea,Safe,Great Smoky Mountains National Park,41
Vascular Plant,Chrysanthemum leucanthemum,Safe,Great Smoky Mountains National Park,46
Reptile,Chrysemys picta bellii,Safe,Great Smoky Mountains National Park,85
Reptile,Chrysemys picta marginata,Safe,Great Smoky Mountains National Park,75
Reptile,Chrysemys picta picta,Safe,Great Smoky Mountains National Park,60
Vascular Plant,Chrysolepis sempervirens,Safe,Great Smoky Mountains National Park,55
Vascular Plant,Chrysopsis mariana,Safe,Great Smoky Mountains National Park,75
Vascular Plant,Chrysosplenium americanum,Safe,Great Smoky Mountains National Park,92
Vascular Plant,Chrysothamnus viscidiflorus var. viscidiflorus,Safe,Great Smoky Mountains National Park,95
Vascular Plant,Cichorium intybus,Safe,Great Smoky Mountains National Park,97
Vascular Plant,Cichorium intybus,Safe,Great Smoky Mountains National Park,100
Vascular Plant,Cicuta douglasii,Safe,Great Smoky Mountains National Park,91
Vascular Plant,Cicuta maculata,Safe,Great Smoky Mountains National Park,58
Vascular Plant,Cicuta maculata var. angustifolia,Safe,Great Smoky Mountains National Park,72
Bird,Cinclus mexicanus,Safe,Great Smoky Mountains National Park,49
Vascular Plant,Cinna arundinacea,Safe,Great Smoky Mountains National Park,70
Vascular Plant,Cinna bolanderi,Safe,Great Smoky Mountains National Park,54
Vascular Plant,Cinna latifolia,Safe,Great Smoky Mountains National Park,48
Vascular Plant,Cinna latifolia,Safe,Great Smoky Mountains National Park,73
Vascular Plant,Circaea alpina,Safe,Great Smoky Mountains National Park,52
Vascular Plant,Circaea alpina ssp. pacifica,Safe,Great Smoky Mountains National Park,66
Vascular Plant,Circaea lutetiana ssp. canadensis,Safe,Great Smoky Mountains National Park,69
Bird,Circus cyaneus,Species of Concern,Great Smoky Mountains National Park,54
Nonvascular Plant,Cirriphyllum piliferum,Safe,Great Smoky Mountains National Park,85
Vascular Plant,Cirsium,Safe,Great Smoky Mountains National Park,82
Vascular Plant,Cirsium altissimum,Safe,Great Smoky Mountains National Park,87
Vascular Plant,Cirsium andersonii,Safe,Great Smoky Mountains National Park,79
Vascular Plant,Cirsium arvense,Safe,Great Smoky Mountains National Park,85
Vascular Plant,Cirsium arvense,Safe,Great Smoky Mountains National Park,88
Vascular Plant,Cirsium canovirens,Safe,Great Smoky Mountains National Park,90
Vascular Plant,Cirsium carolinianum,Safe,Great Smoky Mountains National Park,96
Vascular Plant,Cirsium discolor,Safe,Great Smoky Mountains National Park,73
Vascular Plant,Cirsium douglasii var. breweri,Safe,Great Smoky Mountains National Park,69
Vascular Plant,Cirsium eatonii,Safe,Great Smoky Mountains National Park,48
Vascular Plant,Cirsium foliosum,Safe,Great Smoky Mountains National Park,84
Vascular Plant,Cirsium muticum,Safe,Great Smoky Mountains National Park,70
Vascular Plant,Cirsium occidentale var. californicum,Safe,Great Smoky Mountains National Park,53
Vascular Plant,Cirsium scariosum,Safe,Great Smoky Mountains National Park,96
Vascular Plant,Cirsium scariosum,Safe,Great Smoky Mountains National Park,88
Vascular Plant,Cirsium undulatum,Safe,Great Smoky Mountains National Park,84
Vascular Plant,Cirsium vulgare,Safe,Great Smoky Mountains National Park,84
Vascular Plant,Cirsium vulgare,Safe,Great Smoky Mountains National Park,42
Vascular Plant,Cistanthe umbellata,Safe,Great Smoky Mountains National Park,84
Bird,Cistothorus palustris,Safe,Great Smoky Mountains National Park,108
Bird,Cistothorus platensis,Safe,Great Smoky Mountains National Park,65
Vascular Plant,Cladrastis kentukea,Safe,Great Smoky Mountains National Park,67
Bird,Clangula hyemalis,Safe,Great Smoky Mountains National Park,70
Vascular Plant,Clarkia australis,Safe,Great Smoky Mountains National Park,87
Vascular Plant,Clarkia biloba ssp. biloba,Safe,Great Smoky Mountains National Park,64
Vascular Plant,Clarkia dudleyana,Safe,Great Smoky Mountains National Park,111
Vascular Plant,Clarkia gracilis ssp. albicaulis,Safe,Great Smoky Mountains National Park,95
Vascular Plant,Clarkia heterandra,Safe,Great Smoky Mountains National Park,46
Vascular Plant,Clarkia modesta,Safe,Great Smoky Mountains National Park,55
Vascular Plant,Clarkia purpurea ssp. quadrivulnera,Safe,Great Smoky Mountains National Park,93
Vascular Plant,Clarkia purpurea ssp. viminea,Safe,Great Smoky Mountains National Park,64
Vascular Plant,Clarkia rhomboidea,Safe,Great Smoky Mountains National Park,92
Vascular Plant,Clarkia unguiculata,Safe,Great Smoky Mountains National Park,75
Vascular Plant,Clarkia williamsonii,Safe,Great Smoky Mountains National Park,69
Nonvascular Plant,Clasmatodon parvulus,Safe,Great Smoky Mountains National Park,83
Vascular Plant,Claytonia caroliniana,Safe,Great Smoky Mountains National Park,74
Vascular Plant,Claytonia lanceolata,Safe,Great Smoky Mountains National Park,73
Vascular Plant,Claytonia megarhiza,Safe,Great Smoky Mountains National Park,104
Vascular Plant,Claytonia megarhiza var. megarhiza,Safe,Great Smoky Mountains National Park,102
Vascular Plant,Claytonia nevadensis,Safe,Great Smoky Mountains National Park,39
Vascular Plant,Claytonia parviflora ssp. parviflora,Safe,Great Smoky Mountains National Park,123
Vascular Plant,Claytonia perfoliata ssp. perfoliata,Safe,Great Smoky Mountains National Park,70
Vascular Plant,Claytonia rubra ssp. rubra,Safe,Great Smoky Mountains National Park,41
Vascular Plant,Claytonia virginica,Safe,Great Smoky Mountains National Park,62
Vascular Plant,Claytonia virginica var. acutiflora,Safe,Great Smoky Mountains National Park,89
Vascular Plant,Cleistes bifaria,Safe,Great Smoky Mountains National Park,68
Vascular Plant,Cleistes divaricata,Safe,Great Smoky Mountains National Park,55
Vascular Plant,Clematis dioica,Safe,Great Smoky Mountains National Park,60
Vascular Plant,Clematis glaucophylla,Safe,Great Smoky Mountains National Park,83
Vascular Plant,Clematis hirsutissima var. hirsutissima,Safe,Great Smoky Mountains National Park,81
Vascular Plant,Clematis lasiantha,Safe,Great Smoky Mountains National Park,67
Vascular Plant,Clematis ligusticifolia,Safe,Great Smoky Mountains National Park,108
Vascular Plant,Clematis occidentalis var. grosseserrata,Safe,Great Smoky Mountains National Park,105
Vascular Plant,Clematis ochroleuca,Safe,Great Smoky Mountains National Park,92
Vascular Plant,Clematis terniflora,Safe,Great Smoky Mountains National Park,54
Vascular Plant,Clematis viorna,Safe,Great Smoky Mountains National Park,91
Vascular Plant,Clematis virginiana,Safe,Great Smoky Mountains National Park,88
Reptile,Clemmys muhlenbergii,Safe,Great Smoky Mountains National Park,108
Vascular Plant,Cleome hassleriana,Safe,Great Smoky Mountains National Park,71
Vascular Plant,Cleome serrulata,Safe,Great Smoky Mountains National Park,79
Vascular Plant,Clethra acuminata,Safe,Great Smoky Mountains National Park,86
Mammal,Clethrionomys gapperi,Safe,Great Smoky Mountains National Park,93
Mammal,Clethrionomys gapperi gapperi,Safe,Great Smoky Mountains National Park,98
Nonvascular Plant,Climacium americanum,Safe,Great Smoky Mountains National Park,54
Nonvascular Plant,Climacium kindbergii,Safe,Great Smoky Mountains National Park,45
Vascular Plant,Clinopodium vulgare,Safe,Great Smoky Mountains National Park,87
Fish,Clinostomus funduloides,Safe,Great Smoky Mountains National Park,96
Fish,Clinostomus sp. 1,Safe,Great Smoky Mountains National Park,88
Vascular Plant,Clintonia borealis,Safe,Great Smoky Mountains National Park,68
Vascular Plant,Clintonia umbellulata,Safe,Great Smoky Mountains National Park,61
Vascular Plant,Clintonia uniflora,Safe,Great Smoky Mountains National Park,73
Vascular Plant,Clitoria mariana,Safe,Great Smoky Mountains National Park,69
Reptile,Cnemidophorus sexlineatus sexlineatus,Safe,Great Smoky Mountains National Park,67
Vascular Plant,Cnicus benedictus,Safe,Great Smoky Mountains National Park,73
Bird,Coccothraustes vespertinus,Safe,Great Smoky Mountains National Park,63
Vascular Plant,Cocculus carolinus,Safe,Great Smoky Mountains National Park,86
Bird,Coccyzus americanus,Safe,Great Smoky Mountains National Park,80
Bird,Coccyzus erythropthalmus,Species of Concern,Great Smoky Mountains National Park,87
Vascular Plant,Coeloglossum viride var. virescens,Safe,Great Smoky Mountains National Park,85
Bird,Colaptes auratus,Safe,Great Smoky Mountains National Park,94
Bird,Colinus virginianus,Safe,Great Smoky Mountains National Park,83
Vascular Plant,Collinsia bartsiifolia var. davidsonii,Safe,Great Smoky Mountains National Park,89
Vascular Plant,Collinsia childii,Safe,Great Smoky Mountains National Park,100
Vascular Plant,Collinsia heterophylla,Safe,Great Smoky Mountains National Park,100
Vascular Plant,Collinsia linearis,Safe,Great Smoky Mountains National Park,54
Vascular Plant,Collinsia parviflora,Safe,Great Smoky Mountains National Park,90
Vascular Plant,Collinsia tinctoria,Safe,Great Smoky Mountains National Park,78
Vascular Plant,Collinsia torreyi var. torreyi,Safe,Great Smoky Mountains National Park,69
Vascular Plant,Collinsia torreyi var. wrightii,Safe,Great Smoky Mountains National Park,76
Vascular Plant,Collinsonia canadensis,Safe,Great Smoky Mountains National Park,104
Vascular Plant,Collinsonia verticillata,Safe,Great Smoky Mountains National Park,50
Vascular Plant,Collomia grandiflora,Safe,Great Smoky Mountains National Park,71
Vascular Plant,Collomia heterophylla,Safe,Great Smoky Mountains National Park,49
Vascular Plant,Collomia linearis,Safe,Great Smoky Mountains National Park,74
Vascular Plant,Collomia tinctoria,Safe,Great Smoky Mountains National Park,10
Reptile,Coluber constrictor,Safe,Great Smoky Mountains National Park,73
Reptile,Coluber constrictor constrictor,Safe,Great Smoky Mountains National Park,35
Reptile,Coluber mormon,Safe,Great Smoky Mountains National Park,96
Bird,Columba livia,Safe,Great Smoky Mountains National Park,44
Bird,Columba livia,Safe,Great Smoky Mountains National Park,34
Bird,Columba livia,Safe,Great Smoky Mountains National Park,91
Vascular Plant,Comandra umbellata,Safe,Great Smoky Mountains National Park,42
Vascular Plant,Comandra umbellata ssp. californica,Safe,Great Smoky Mountains National Park,75
Vascular Plant,Commelina communis,Safe,Great Smoky Mountains National Park,70
Vascular Plant,Commelina diffusa,Safe,Great Smoky Mountains National Park,63
Vascular Plant,Commelina erecta,Safe,Great Smoky Mountains National Park,62
Vascular Plant,Commelina virginica,Safe,Great Smoky Mountains National Park,82
Vascular Plant,Comptonia peregrina,Safe,Great Smoky Mountains National Park,37
Mammal,Condylura cristata,Safe,Great Smoky Mountains National Park,70
Vascular Plant,Conimitella williamsii,Safe,Great Smoky Mountains National Park,68
Vascular Plant,Conium maculatum,Safe,Great Smoky Mountains National Park,61
Vascular Plant,Conium maculatum,Safe,Great Smoky Mountains National Park,69
Vascular Plant,Conoclinium coelestinum,Safe,Great Smoky Mountains National Park,89
Vascular Plant,Conopholis americana,Safe,Great Smoky Mountains National Park,56
Vascular Plant,Conringia orientalis,Safe,Great Smoky Mountains National Park,63
Vascular Plant,Consolida ajacis,Safe,Great Smoky Mountains National Park,66
Reptile,Contia tenuis,Safe,Great Smoky Mountains National Park,64
Bird,Contopus borealis,Safe,Great Smoky Mountains National Park,80
Bird,Contopus cooperi,Species of Concern,Great Smoky Mountains National Park,40
Bird,Contopus sordidulus,Safe,Great Smoky Mountains National Park,79
Bird,Contopus sordidulus,Safe,Great Smoky Mountains National Park,93
Bird,Contopus virens,Safe,Great Smoky Mountains National Park,58
Vascular Plant,Convallaria majalis,Safe,Great Smoky Mountains National Park,65
Vascular Plant,Convallaria majuscula,Safe,Great Smoky Mountains National Park,79
Vascular Plant,Convallaria montana,Safe,Great Smoky Mountains National Park,90
Vascular Plant,Convolvulus arvensis,Safe,Great Smoky Mountains National Park,56
Vascular Plant,Conyza canadensis,Safe,Great Smoky Mountains National Park,83
Vascular Plant,Conyza canadensis,Safe,Great Smoky Mountains National Park,52
Bird,Coragyps atratus,Safe,Great Smoky Mountains National Park,61
Vascular Plant,Corallorhiza maculata,Safe,Great Smoky Mountains National Park,86
Vascular Plant,Corallorhiza odontorhiza,Safe,Great Smoky Mountains National Park,83
Vascular Plant,Corallorhiza wisteriana,Safe,Great Smoky Mountains National Park,67
Vascular Plant,Corallorrhiza maculata,Safe,Great Smoky Mountains National Park,54
Vascular Plant,Corallorrhiza mertensiana,Safe,Great Smoky Mountains National Park,44
Vascular Plant,Corallorrhiza odontorhiza,Safe,Great Smoky Mountains National Park,111
Vascular Plant,Corallorrhiza striata,Safe,Great Smoky Mountains National Park,69
Vascular Plant,Corallorrhiza trifida,Safe,Great Smoky Mountains National Park,95
Vascular Plant,Corallorrhiza wisteriana,Safe,Great Smoky Mountains National Park,96
Vascular Plant,Corallorrhiza wisteriana,Safe,Great Smoky Mountains National Park,65
Vascular Plant,Cordylanthus rigidus ssp. brevibracteatus,Safe,Great Smoky Mountains National Park,68
Vascular Plant,Cordylanthus rigidus ssp. rigidus,Safe,Great Smoky Mountains National Park,30
Vascular Plant,Cordylanthus tenuis ssp. tenuis,Safe,Great Smoky Mountains National Park,78
Vascular Plant,Coreopsis auriculata,Safe,Great Smoky Mountains National Park,77
Vascular Plant,Coreopsis lanceolata,Safe,Great Smoky Mountains National Park,70
Vascular Plant,Coreopsis lanceolata,Safe,Great Smoky Mountains National Park,44
Vascular Plant,Coreopsis major,Safe,Great Smoky Mountains National Park,62
Vascular Plant,Coreopsis pubescens,Safe,Great Smoky Mountains National Park,51
Vascular Plant,Coreopsis tinctoria,Safe,Great Smoky Mountains National Park,64
Vascular Plant,Coreopsis tripteris,Safe,Great Smoky Mountains National Park,61
Vascular Plant,Cornus alternifolia,Safe,Great Smoky Mountains National Park,61
Vascular Plant,Cornus amomum,Safe,Great Smoky Mountains National Park,67
Vascular Plant,Cornus canadensis,Safe,Great Smoky Mountains National Park,98
Vascular Plant,Cornus florida,Safe,Great Smoky Mountains National Park,38
Vascular Plant,Cornus foemina,Safe,Great Smoky Mountains National Park,47
Vascular Plant,Cornus nuttallii,Safe,Great Smoky Mountains National Park,48
Vascular Plant,Cornus sericea,Safe,Great Smoky Mountains National Park,69
Vascular Plant,Cornus sericea ssp. occidentalis,Safe,Great Smoky Mountains National Park,67
Vascular Plant,Cornus sericea ssp. sericea,Safe,Great Smoky Mountains National Park,75
Vascular Plant,Coronilla varia,Safe,Great Smoky Mountains National Park,99
Bird,Corvus brachyrhynchos,Safe,Great Smoky Mountains National Park,46
Bird,Corvus corax,Safe,Great Smoky Mountains National Park,58
Vascular Plant,Corydalis aurea,Safe,Great Smoky Mountains National Park,92
Vascular Plant,Corydalis aurea var. aurea,Safe,Great Smoky Mountains National Park,53
Vascular Plant,Corydalis flavula,Safe,Great Smoky Mountains National Park,48
Vascular Plant,Corydalis micrantha ssp. australis,Safe,Great Smoky Mountains National Park,45
Vascular Plant,Corydalis sempervirens,Safe,Great Smoky Mountains National Park,96
Vascular Plant,Corylus americana,Safe,Great Smoky Mountains National Park,75
Vascular Plant,Corylus cornuta,Safe,Great Smoky Mountains National Park,92
Vascular Plant,Corylus cornuta var. californica,Safe,Great Smoky Mountains National Park,80
Mammal,Corynorhinus rafinesquii,Safe,Great Smoky Mountains National Park,80
Mammal,Corynorhinus townsendii,Safe,Great Smoky Mountains National Park,111
Mammal,Corynorhinus townsendii,Safe,Great Smoky Mountains National Park,74
Nonvascular Plant,Coscinodon cribrosus,Safe,Great Smoky Mountains National Park,63
Vascular Plant,Cosmos bipinnatus,Safe,Great Smoky Mountains National Park,82
Vascular Plant,Cosmos sulphureus,Safe,Great Smoky Mountains National Park,72
Fish,Cottus bairdi,Safe,Great Smoky Mountains National Park,63
