category,scientific_name,conservation_status,park_name,observations
Vascular Plant,Coeloglossum viride var. virescens,Safe,Bryce National Park,95
Bird,Colaptes auratus,Safe,Bryce National Park,93
Bird,Colinus virginianus,Safe,Bryce National Park,53
Vascular Plant,Collinsia bartsiifolia var. davidsonii,Safe,Bryce National Park,95
Vascular Plant,Collinsia childii,Safe,Bryce National Park,74
Vascular Plant,Collinsia heterophylla,Safe,Bryce National Park,102
Vascular Plant,Collinsia linearis,Safe,Bryce National Park,103
Vascular Plant,Collinsia parviflora,Safe,Bryce National Park,75
Vascular Plant,Collinsia tinctoria,Safe,Bryce National Park,78
Vascular Plant,Collinsia torreyi var. torreyi,Safe,Bryce National Park,104
Vascular Plant,Collinsia torreyi var. wrightii,Safe,Bryce National Park,62
Vascular Plant,Collinsonia canadensis,Safe,Bryce National Park,132
Vascular Plant,Collinsonia verticillata,Safe,Bryce National Park,90
Vascular Plant,Collomia grandiflora,Safe,Bryce National Park,106
Vascular Plant,Collomia heterophylla,Safe,Bryce National Park,99
Vascular Plant,Collomia linearis,Safe,Bryce National Park,79
Vascular Plant,Collomia tinctoria,Safe,Bryce National Park,81
Reptile,Coluber constrictor,Safe,Bryce National Park,71
Reptile,Coluber constrictor constrictor,Safe,Bryce National Park,83
Reptile,Coluber mormon,Safe,Bryce National Park,86
Bird,Columba livia,Safe,Bryce National Park,135
Bird,Columba livia,Safe,Bryce National Park,96
Bird,Columba livia,Safe,Bryce National Park,108
Vascular Plant,Comandra umbellata,Safe,Bryce National Park,128
Vascular Plant,Comandra umbellata ssp. californica,Safe,Bryce National Park,108
Vascular Plant,Commelina communis,Safe,Bryce National Park,110
Vascular Plant,Commelina diffusa,Safe,Bryce National Park,89
Vascular Plant,Commelina erecta,Safe,Bryce National Park,112
Vascular Plant,Commelina virginica,Safe,Bryce National Park,108
Vascular Plant,Comptonia peregrina,Safe,Bryce National Park,50
Mammal,Condylura cristata,Safe,Bryce National Park,99
Vascular Plant,Conimitella williamsii,Safe,Bryce National Park,67
Vascular Plant,Conium maculatum,Safe,Bryce National Park,130
Vascular Plant,Conium maculatum,Safe,Bryce National Park,107
Vascular Plant,Conoclinium coelestinum,Safe,Bryce National Park,73
Vascular Plant,Conopholis americana,Safe,Bryce National Park,108
Vascular Plant,Conringia orientalis,Safe,Bryce National Park,113
Vascular Plant,Consolida ajacis,Safe,Bryce National Park,104
Reptile,Contia tenuis,Safe,Bryce National Park,103
Bird,Contopus borealis,Safe,Bryce National Park,80
Bird,Contopus cooperi,Species of Concern,Bryce National Park,130
Bird,Contopus sordidulus,Safe,Bryce National Park,72
Bird,Contopus sordidulus,Safe,Bryce National Park,71
Bird,Contopus virens,Safe,Bryce National Park,110
Vascular Plant,Convallaria majalis,Safe,Bryce National Park,105
Vascular Plant,Convallaria majuscula,Safe,Bryce National Park,111
Vascular Plant,Convallaria montana,Safe,Bryce National Park,79
Vascular Plant,Convolvulus arvensis,Safe,Bryce National Park,77
Vascular Plant,Conyza canadensis,Safe,Bryce National Park,81
Vascular Plant,Conyza canadensis,Safe,Bryce National Park,85
Bird,Coragyps atratus,Safe,Bryce National Park,90
Vascular Plant,Corallorhiza maculata,Safe,Bryce National Park,91
Vascular Plant,Corallorhiza odontorhiza,Safe,Bryce National Park,128
Vascular Plant,Corallorhiza wisteriana,Safe,Bryce National Park,94
Vascular Plant,Corallorrhiza maculata,Safe,Bryce National Park,128
Vascular Plant,Corallorrhiza mertensiana,Safe,Bryce National Park,107
Vascular Plant,Corallorrhiza odontorhiza,Safe,Bryce National Park,101
Vascular Plant,Corallorrhiza striata,Safe,Bryce National Park,85
Vascular Plant,Corallorrhiza trifida,Safe,Bryce National Park,116
Vascular Plant,Corallorrhiza wisteriana,Safe,Bryce National Park,118
Vascular Plant,Corallorrhiza wisteriana,Safe,Bryce National Park,77
Vascular Plant,Cordylanthus rigidus ssp. brevibracteatus,Safe,Bryce National Park,95
Vascular Plant,Cordylanthus rigidus ssp. rigidus,Safe,Bryce National Park,116
Vascular Plant,Cordylanthus tenuis ssp. tenuis,Safe,Bryce National Park,91
Vascular Plant,Coreopsis auriculata,Safe,Bryce National Park,101
Vascular Plant,Coreopsis lanceolata,Safe,Bryce National Park,115
Vascular Plant,Coreopsis lanceolata,Safe,Bryce National Park,92
Vascular Plant,Coreopsis major,Safe,Bryce National Park,101
Vascular Plant,Coreopsis pubescens,Safe,Bryce National Park,42
Vascular Plant,Coreopsis tinctoria,Safe,Bryce National Park,86
Vascular Plant,Coreopsis tripteris,Safe,Bryce National Park,86
Vascular Plant,Cornus alternifolia,Safe,Bryce National Park,122
Vascular Plant,Cornus amomum,Safe,Bryce National Park,92
Vascular Plant,Cornus canadensis,Safe,Bryce National Park,89
Vascular Plant,Cornus florida,Safe,Bryce National Park,83
Vascular Plant,Cornus foemina,Safe,Bryce National Park,91
Vascular Plant,Cornus nuttallii,Safe,Bryce National Park,97
Vascular Plant,Cornus sericea,Safe,Bryce National Park,100
Vascular Plant,Cornus sericea ssp. occidentalis,Safe,Bryce National Park,102
Vascular Plant,Cornus sericea ssp. sericea,Safe,Bryce National Park,81
Vascular Plant,Coronilla varia,Safe,Bryce National Park,138
Bird,Corvus brachyrhynchos,Safe,Bryce National Park,115
Bird,Corvus corax,Safe,Bryce National Park,71
Vascular Plant,Corydalis aurea,Safe,Bryce National Park,9
Vascular Plant,Corydalis aurea var. aurea,Safe,Bryce National Park,127
Vascular Plant,Corydalis flavula,Safe,Bryce National Park,76
Vascular Plant,Corydalis micrantha ssp. australis,Safe,Bryce National Park,117
Vascular Plant,Corydalis sempervirens,Safe,Bryce National Park,100
Vascular Plant,Corylus americana,Safe,Bryce National Park,90
Vascular Plant,Corylus cornuta,Safe,Bryce National Park,106
Vascular Plant,Corylus cornuta var. californica,Safe,Bryce National Park,83
Mammal,Corynorhinus rafinesquii,Safe,Bryce National Park,57
Mammal,Corynorhinus townsendii,Safe,Bryce National Park,122
Mammal,Corynorhinus townsendii,Safe,Bryce National Park,104
Nonvascular Plant,Coscinodon cribrosus,Safe,Bryce National Park,124
Vascular Plant,Cosmos bipinnatus,Safe,Bryce National Park,90
Vascular Plant,Cosmos sulphureus,Safe,Bryce National Park,109
Fish,Cottus bairdi,Safe,Bryce National Park,133
Fish,Cottus bairdii,Species of Concern,Bryce National Park,56
Fish,Cottus carolinae,Safe,Bryce National Park,65
Fish,Cottus gulosus,Safe,Bryce National Park,89
Bird,Coturnicops noveboracensis,Species of Concern,Bryce National Park,87
Fish,Couesius plumbeus,Safe,Bryce National Park,84
Vascular Plant,Crassula solierii,Safe,Bryce National Park,86
Vascular Plant,Crataegus calpodendron,Safe,Bryce National Park,121
Vascular Plant,Crataegus crus-galli,Safe,Bryce National Park,123
Vascular Plant,Crataegus douglasii var. douglasii,Safe,Bryce National Park,82
Vascular Plant,Crataegus flabellata,Safe,Bryce National Park,103
Vascular Plant,Crataegus intricata,Safe,Bryce National Park,90
Vascular Plant,Crataegus iracunda,Safe,Bryce National Park,115
Vascular Plant,Crataegus macrosperma,Safe,Bryce National Park,69
Vascular Plant,Crataegus mollis,Safe,Bryce National Park,87
Vascular Plant,Crataegus pinetorum,Safe,Bryce National Park,109
Vascular Plant,Crataegus pruinosa,Safe,Bryce National Park,91
Vascular Plant,Crataegus punctata,Safe,Bryce National Park,104
Vascular Plant,Crataegus uniflora,Safe,Bryce National Park,61
Nonvascular Plant,Cratoneuron filicinum,Safe,Bryce National Park,96
Vascular Plant,Crepis acuminata,Safe,Bryce National Park,95
Vascular Plant,Crepis atribarba,Safe,Bryce National Park,110
Vascular Plant,Crepis capillaris,Safe,Bryce National Park,116
Vascular Plant,Crepis capillaris,Safe,Bryce National Park,94
Vascular Plant,Crepis elegans,Safe,Bryce National Park,133
Vascular Plant,Crepis intermedia,Safe,Bryce National Park,103
Vascular Plant,Crepis modocensis,Safe,Bryce National Park,73
Vascular Plant,Crepis nana,Safe,Bryce National Park,86
Vascular Plant,Crepis occidentalis,Safe,Bryce National Park,83
Vascular Plant,Crepis occidentalis ssp. costata,Safe,Bryce National Park,131
Vascular Plant,Crepis pulchra,Safe,Bryce National Park,106
Vascular Plant,Crepis tectorum,Safe,Bryce National Park,87
Vascular Plant,Crotalaria purshii,Safe,Bryce National Park,123
Vascular Plant,Crotalaria sagittalis,Safe,Bryce National Park,56
Reptile,Crotalus horridus,Safe,Bryce National Park,89
Reptile,Crotalus oreganus oreganus,Safe,Bryce National Park,114
Reptile,Crotalus viridis viridis,Safe,Bryce National Park,120
Vascular Plant,Croton glandulosus var. septentrionalis,Safe,Bryce National Park,64
Vascular Plant,Croton monanthogynus,Safe,Bryce National Park,111
Vascular Plant,Cruciata pedemontana,Safe,Bryce National Park,99
Nonvascular Plant,Cryphaea glomerata,Safe,Bryce National Park,95
Nonvascular Plant,Cryphaea nervosa,Safe,Bryce National Park,90
Vascular Plant,Cryptantha affinis,Safe,Bryce National Park,105
Vascular Plant,Cryptantha ambigua,Safe,Bryce National Park,78
Vascular Plant,Cryptantha celosioides,Safe,Bryce National Park,57
Vascular Plant,Cryptantha echinella,Safe,Bryce National Park,89
Vascular Plant,Cryptantha fendleri,Safe,Bryce National Park,112
Vascular Plant,Cryptantha flaccida,Safe,Bryce National Park,98
Vascular Plant,Cryptantha glomeriflora,Safe,Bryce National Park,77
Vascular Plant,Cryptantha hispidula,Safe,Bryce National Park,114
Vascular Plant,Cryptantha humilis,Safe,Bryce National Park,104
Vascular Plant,Cryptantha muricata,Safe,Bryce National Park,127
Vascular Plant,Cryptantha nubigena,Safe,Bryce National Park,91
Vascular Plant,Cryptantha simulans,Safe,Bryce National Park,92
Vascular Plant,Cryptantha spiculifera,Safe,Bryce National Park,102
Vascular Plant,Cryptantha torreyana,Safe,Bryce National Park,117
Vascular Plant,Cryptantha watsonii,Safe,Bryce National Park,120
Amphibian,Cryptobranchus alleganiensis alleganiensis,Species of Concern,Bryce National Park,95
Vascular Plant,Cryptogramma acrostichoides,Safe,Bryce National Park,99
Vascular Plant,Cryptogramma cascadensis,Safe,Bryce National Park,110
Vascular Plant,Cryptogramma stelleri,Safe,Bryce National Park,90
Vascular Plant,Cryptotaenia canadensis,Safe,Bryce National Park,52
Mammal,Cryptotis parva,Safe,Bryce National Park,153
Nonvascular Plant,Ctenidium malacodes,Safe,Bryce National Park,58
Nonvascular Plant,Ctenidium molluscum,Safe,Bryce National Park,142
Vascular Plant,Cucumis melo,Safe,Bryce National Park,80
Vascular Plant,Cucurbita pepo,Safe,Bryce National Park,94
Vascular Plant,Cunila origanoides,Safe,Bryce National Park,128
Vascular Plant,Cuphea viscosissima,Safe,Bryce National Park,116
Vascular Plant,Cuscuta californica var. breviflora,Safe,Bryce National Park,107
Vascular Plant,Cuscuta californica var. californica,Safe,Bryce National Park,71
Vascular Plant,Cuscuta compacta,Safe,Bryce National Park,82
Vascular Plant,Cuscuta gronovii,Safe,Bryce National Park,95
Vascular Plant,Cuscuta pentagona var. pentagona,Safe,Bryce National Park,118
Vascular Plant,Cuscuta rostrata,Safe,Bryce National Park,103
Vascular Plant,Cuscuta suksdorfii,Safe,Bryce National Park,72
Bird,Cyanocitta cristata,Safe,Bryce National Park,97
Bird,Cyanocitta stelleri,Safe,Bryce National Park,95
Bird,Cygnus buccinator,Species of Concern,Bryce National Park,103
Bird,Cygnus columbianus,Safe,Bryce National Park,136
Bird,Cygnus cygnus,Safe,Bryce National Park,123
Vascular Plant,Cymophyllus fraserianus,Safe,Bryce National Park,144
Vascular Plant,Cymopterus cinerarius,Safe,Bryce National Park,112
Vascular Plant,Cymopterus nivalis,Safe,Bryce National Park,86
Vascular Plant,Cynanchum laeve,Safe,Bryce National Park,70
Vascular Plant,Cynodon dactylon,Safe,Bryce National Park,63
Vascular Plant,Cynodon dactylon,Safe,Bryce National Park,112
Vascular Plant,Cynoglossum grande,Safe,Bryce National Park,90
Vascular Plant,Cynoglossum occidentale,Safe,Bryce National Park,120
Vascular Plant,Cynoglossum officinale,Safe,Bryce National Park,69
Vascular Plant,Cynoglossum officinale,Safe,Bryce National Park,114
Vascular Plant,Cynoglossum virginianum,Safe,Bryce National Park,117
Vascular Plant,Cynosurus cristatus,Safe,Bryce National Park,77
Vascular Plant,Cynosurus echinatus,Safe,Bryce National Park,75
Vascular Plant,Cyperus bipartitus,Safe,Bryce National Park,106
Vascular Plant,Cyperus croceus,Safe,Bryce National Park,96
Vascular Plant,Cyperus dipsaceus,Safe,Bryce National Park,85
Vascular Plant,Cyperus echinatus,Safe,Bryce National Park,103
Vascular Plant,Cyperus eragrostis,Safe,Bryce National Park,99
Vascular Plant,Cyperus esculentus,Safe,Bryce National Park,58
Vascular Plant,Cyperus esculentus,Safe,Bryce National Park,91
Vascular Plant,Cyperus flavescens,Safe,Bryce National Park,121
Vascular Plant,Cyperus iria,Safe,Bryce National Park,101
Vascular Plant,Cyperus lancastriensis,Safe,Bryce National Park,79
Vascular Plant,Cyperus lupulinus ssp. lupulinus,Safe,Bryce National Park,83
Vascular Plant,Cyperus polystachyos var. texensis,Safe,Bryce National Park,104
Vascular Plant,Cyperus pseudovegetus,Safe,Bryce National Park,108
Vascular Plant,Cyperus refractus,Safe,Bryce National Park,93
Vascular Plant,Cyperus retrofractus,Safe,Bryce National Park,83
Vascular Plant,Cyperus retrorsus,Safe,Bryce National Park,143
Vascular Plant,Cyperus retrorsus var. robustus,Safe,Bryce National Park,107
Vascular Plant,Cyperus rivularis,Safe,Bryce National Park,123
Vascular Plant,Cyperus rotundus,Safe,Bryce National Park,83
Vascular Plant,Cyperus setigerus,Safe,Bryce National Park,98
Vascular Plant,Cyperus squarrosus,Safe,Bryce National Park,112
Vascular Plant,Cyperus strigosus,Safe,Bryce National Park,112
Fish,Cyprinella galactura,Safe,Bryce National Park,115
Fish,Cyprinella galacturus,Safe,Bryce National Park,112
Fish,Cyprinella spiloptera,Safe,Bryce National Park,103
Fish,Cyprinella spilopterus,Safe,Bryce National Park,80
Fish,Cyprinella venusta,Safe,Bryce National Park,120
Fish,Cyprinella venustus,Safe,Bryce National Park,125
Fish,Cyprinus carpio,Safe,Bryce National Park,107
Vascular Plant,Cypripedium acaule,Safe,Bryce National Park,75
Vascular Plant,Cypripedium montanum,Safe,Bryce National Park,109
Vascular Plant,Cypripedium parviflorum var. pubescens,Safe,Bryce National Park,70
Bird,Cypseloides niger,Species of Concern,Bryce National Park,103
Nonvascular Plant,Cyrto-hypnum minutulum,Safe,Bryce National Park,115
Nonvascular Plant,Cyrto-hypnum pygmaeum,Safe,Bryce National Park,96
Vascular Plant,Cystopteris bulbifera,Safe,Bryce National Park,76
Vascular Plant,Cystopteris fragilis,Safe,Bryce National Park,92
Vascular Plant,Cystopteris protrusa,Safe,Bryce National Park,79
Vascular Plant,Cystopteris tennesseensis,Safe,Bryce National Park,119
Vascular Plant,Cytisus scoparius,Safe,Bryce National Park,94
Vascular Plant,Dactylis glomerata,Safe,Bryce National Park,105
Vascular Plant,Dactylis glomerata,Safe,Bryce National Park,89
Vascular Plant,Danthonia californica,Safe,Bryce National Park,109
Vascular Plant,Danthonia californica var. californica,Safe,Bryce National Park,94
Vascular Plant,Danthonia compressa,Safe,Bryce National Park,76
Vascular Plant,Danthonia epilis,Safe,Bryce National Park,123
Vascular Plant,Danthonia intermedia,Safe,Bryce National Park,103
Vascular Plant,Danthonia sericea,Safe,Bryce National Park,111
Vascular Plant,Danthonia spicata,Safe,Bryce National Park,82
Vascular Plant,Danthonia spicata,Safe,Bryce National Park,97
Vascular Plant,Danthonia unispicata,Safe,Bryce National Park,87
Vascular Plant,Darmera peltata,Safe,Bryce National Park,84
Vascular Plant,Datisca glomerata,Safe,Bryce National Park,90
Vascular Plant,Datura stramonium,Safe,Bryce National Park,94
Vascular Plant,Datura wrightii,Safe,Bryce National Park,64
Vascular Plant,Daucus carota,Safe,Bryce National Park,123
Vascular Plant,Daucus carota,Safe,Bryce National Park,89
Vascular Plant,Daucus pusillus,Safe,Bryce National Park,80
Vascular Plant,Decumaria barbara,Safe,Bryce National Park,82
Vascular Plant,Delphinium bicolor ssp. bicolor,Safe,Bryce National Park,91
Vascular Plant,Delphinium depauperatum,Safe,Bryce National Park,90
Vascular Plant,Delphinium exaltatum,Species of Concern,Bryce National Park,107
Vascular Plant,Delphinium glaucum,Safe,Bryce National Park,98
Vascular Plant,Delphinium gracilentum,Safe,Bryce National Park,110
Vascular Plant,Delphinium hansenii ssp. hansenii,Safe,Bryce National Park,73
Vascular Plant,Delphinium nudicaule,Safe,Bryce National Park,104
Vascular Plant,Delphinium nuttallianum,Safe,Bryce National Park,131
Vascular Plant,Delphinium patens ssp. patens,Safe,Bryce National Park,122
Vascular Plant,Delphinium polycladon,Safe,Bryce National Park,88
Vascular Plant,Delphinium tricorne,Safe,Bryce National Park,124
Bird,Dendragapus fuliginosus,Safe,Bryce National Park,106
Bird,Dendragapus obscurus,Safe,Bryce National Park,112
Bird,Dendroica caerulescens,Safe,Bryce National Park,94
Bird,Dendroica castanea,Safe,Bryce National Park,98
Bird,Dendroica cerulea,Safe,Bryce National Park,99
Bird,Dendroica coronata,Safe,Bryce National Park,107
Bird,Dendroica discolor,Safe,Bryce National Park,117
Bird,Dendroica dominica,Safe,Bryce National Park,131
Bird,Dendroica fusca,Safe,Bryce National Park,129
Bird,Dendroica magnolia,Safe,Bryce National Park,99
Bird,Dendroica palmarum,Safe,Bryce National Park,87
Bird,Dendroica pensylvanica,Safe,Bryce National Park,137
Bird,Dendroica petechia,Safe,Bryce National Park,75
Bird,Dendroica pinus,Safe,Bryce National Park,113
Bird,Dendroica striata,Safe,Bryce National Park,110
Bird,Dendroica tigrina,Safe,Bryce National Park,78
Bird,Dendroica virens,Safe,Bryce National Park,109
Vascular Plant,Dendromecon rigida,Safe,Bryce National Park,131
Vascular Plant,Dennstaedtia punctilobula,Safe,Bryce National Park,83
Vascular Plant,Deparia acrostichoides,Safe,Bryce National Park,92
Vascular Plant,Deschampsia cespitosa,Safe,Bryce National Park,127
Vascular Plant,Deschampsia cespitosa ssp. cespitosa,Safe,Bryce National Park,80
Vascular Plant,Deschampsia danthonioides,Safe,Bryce National Park,76
Vascular Plant,Deschampsia elongata,Safe,Bryce National Park,87
Vascular Plant,Deschampsia flexuosa,Safe,Bryce National Park,115
Vascular Plant,Descurainia californica,Safe,Bryce National Park,107
Vascular Plant,Descurainia incana,Safe,Bryce National Park,87
Vascular Plant,Descurainia pinnata ssp. menziesii,Safe,Bryce National Park,68
Vascular Plant,Descurainia sophia,Safe,Bryce National Park,78
Vascular Plant,Desmanthus illinoensis,Safe,Bryce National Park,119
Vascular Plant,Desmodium canescens,Safe,Bryce National Park,105
Vascular Plant,Desmodium ciliare,Safe,Bryce National Park,101
Vascular Plant,Desmodium cuspidatum,Safe,Bryce National Park,110
Vascular Plant,Desmodium glabellum,Safe,Bryce National Park,96
Vascular Plant,Desmodium glutinosum,Safe,Bryce National Park,118
Vascular Plant,Desmodium laevigatum,Safe,Bryce National Park,113
Vascular Plant,Desmodium marilandicum,Safe,Bryce National Park,82
Vascular Plant,Desmodium nudiflorum,Safe,Bryce National Park,135
Vascular Plant,Desmodium nuttallii,Safe,Bryce National Park,97
Vascular Plant,Desmodium ochroleucum,Safe,Bryce National Park,109
Vascular Plant,Desmodium paniculatum var. paniculatum,Safe,Bryce National Park,122
Vascular Plant,Desmodium pauciflorum,Safe,Bryce National Park,101
Vascular Plant,Desmodium perplexum,Safe,Bryce National Park,119
Vascular Plant,Desmodium rotundifolium,Safe,Bryce National Park,86
Vascular Plant,Desmodium viridiflorum,Safe,Bryce National Park,73
Amphibian,Desmognathus conanti,Safe,Bryce National Park,92
Amphibian,Desmognathus imitator,Safe,Bryce National Park,103
Amphibian,Desmognathus marmoratus,Safe,Bryce National Park,96
Amphibian,Desmognathus monticola,Safe,Bryce National Park,76
Amphibian,Desmognathus ocoee,Safe,Bryce National Park,55
Amphibian,Desmognathus quadramaculatus,Safe,Bryce National Park,117
Amphibian,Desmognathus santeetlah,Safe,Bryce National Park,71
Amphibian,Desmognathus wrighti,Species of Concern,Bryce National Park,95
Reptile,Diadophis punctatus,Species of Concern,Bryce National Park,76
Reptile,Diadophis punctatus edwardsii,Safe,Bryce National Park,129
Vascular Plant,Dianthus armeria,Safe,Bryce National Park,81
Vascular Plant,Dianthus armeria,Safe,Bryce National Park,77
Vascular Plant,Dianthus barbatus,Safe,Bryce National Park,85
Vascular Plant,Dianthus barbatus,Safe,Bryce National Park,110
Vascular Plant,Diarrhena americana,Safe,Bryce National Park,94
Vascular Plant,Dicentra canadensis,Safe,Bryce National Park,117
Vascular Plant,Dicentra chrysantha,Safe,Bryce National Park,107
Vascular Plant,Dicentra cucullaria,Safe,Bryce National Park,102
Vascular Plant,Dicentra eximia,Safe,Bryce National Park,144
Vascular Plant,Dicentra formosa,Safe,Bryce National Park,97
Vascular Plant,Dicentra pauciflora,Safe,Bryce National Park,75
Vascular Plant,Dicentra uniflora,Safe,Bryce National Park,124
Vascular Plant,Dichanthelium acuminatum,Safe,Bryce National Park,71
Vascular Plant,Dichanthelium acuminatum var. acuminatum,Species of Concern,Bryce National Park,87
Vascular Plant,Dichanthelium acuminatum var. fasciculatum,Safe,Bryce National Park,81
Vascular Plant,Dichanthelium acuminatum var. lindheimeri,Safe,Bryce National Park,98
Vascular Plant,Dichanthelium boscii,Safe,Bryce National Park,87
Vascular Plant,Dichanthelium clandestinum,Safe,Bryce National Park,75
Vascular Plant,Dichanthelium commutatum,Safe,Bryce National Park,72
Vascular Plant,Dichanthelium depauperatum,Safe,Bryce National Park,80
Vascular Plant,Dichanthelium dichotomum var. dichotomum,Safe,Bryce National Park,105
Vascular Plant,Dichanthelium dichotomum var. ensifolium,Safe,Bryce National Park,89
Vascular Plant,Dichanthelium latifolium,Safe,Bryce National Park,89
Vascular Plant,Dichanthelium laxiflorum,Safe,Bryce National Park,117
Vascular Plant,Dichanthelium linearifolium,Safe,Bryce National Park,119
Vascular Plant,Dichanthelium longiligulatum,Safe,Bryce National Park,116
Vascular Plant,Dichanthelium meridionale,Safe,Bryce National Park,100
Vascular Plant,Dichanthelium sabulorum var. thinium,Safe,Bryce National Park,77
Vascular Plant,Dichanthelium scabriusculum,Safe,Bryce National Park,100
Vascular Plant,Dichanthelium scoparium,Safe,Bryce National Park,99
Vascular Plant,Dichanthelium sphaerocarpon,Safe,Bryce National Park,102
Vascular Plant,Dichanthelium sphaerocarpon var. isophyllum,Safe,Bryce National Park,116
Vascular Plant,Dichanthelium sphaerocarpon var. sphaerocarpon,Safe,Bryce National Park,106
Vascular Plant,Dichanthelium villosissimum var. villosissimum,Safe,Bryce National Park,57
Vascular Plant,Dichelostemma capitatum ssp. capitatum,Safe,Bryce National Park,110
Vascular Plant,Dichelostemma multiflorum,Safe,Bryce National Park,107
Vascular Plant,Dichelostemma volubile,Safe,Bryce National Park,116
Nonvascular Plant,Dichodontium pellucidum,Safe,Bryce National Park,90
Nonvascular Plant,Dicranella heteromalla,Safe,Bryce National Park,97
Nonvascular Plant,Dicranella rufescens,Safe,Bryce National Park,59
Nonvascular Plant,Dicranella varia,Safe,Bryce National Park,78
Nonvascular Plant,Dicranodontium asperulum,Safe,Bryce National Park,104
Nonvascular Plant,Dicranodontium denudatum,Safe,Bryce National Park,110
Nonvascular Plant,Dicranum condensatum,Safe,Bryce National Park,83
Nonvascular Plant,Dicranum flagellare,Safe,Bryce National Park,107
Nonvascular Plant,Dicranum fulvum,Safe,Bryce National Park,91
Nonvascular Plant,Dicranum fuscescens,Safe,Bryce National Park,100
Nonvascular Plant,Dicranum montanum,Safe,Bryce National Park,81
Nonvascular Plant,Dicranum polysetum,Safe,Bryce National Park,111
Nonvascular Plant,Dicranum scoparium,Safe,Bryce National Park,115
Nonvascular Plant,Dicranum spurium,Safe,Bryce National Park,106
Nonvascular Plant,Dicranum undulatum,Safe,Bryce National Park,92
Nonvascular Plant,Dicranum viride,Safe,Bryce National Park,77
Mammal,Didelphis virginiana,Safe,Bryce National Park,105
Mammal,Didelphis virginiana,Safe,Bryce National Park,103
Nonvascular Plant,Didymodon fallax,Safe,Bryce National Park,84
Nonvascular Plant,Didymodon fallax var. reflexus,Safe,Bryce National Park,91
Nonvascular Plant,Didymodon rigidulus,Safe,Bryce National Park,88
Vascular Plant,Diervilla lonicera,Safe,Bryce National Park,104
Vascular Plant,Diervilla sessilifolia,Safe,Bryce National Park,102
Vascular Plant,Digitalis purpurea,Safe,Bryce National Park,89
Vascular Plant,Digitalis purpurea,Safe,Bryce National Park,68
Vascular Plant,Digitaria ciliaris,Safe,Bryce National Park,91
Vascular Plant,Digitaria filiformis,Safe,Bryce National Park,83
Vascular Plant,Digitaria ischaemum,Safe,Bryce National Park,102
Vascular Plant,Digitaria ischaemum,Safe,Bryce National Park,69
Vascular Plant,Digitaria sanguinalis,Safe,Bryce National Park,112
Vascular Plant,Digitaria sanguinalis,Safe,Bryce National Park,97
Vascular Plant,Digitaria violascens,Safe,Bryce National Park,112
Vascular Plant,Diodia teres,Safe,Bryce National Park,88
Vascular Plant,Diodia virginiana,Safe,Bryce National Park,87
Vascular Plant,Dioscorea oppositifolia,Safe,Bryce National Park,96
Vascular Plant,Dioscorea quaternata,Safe,Bryce National Park,102
Vascular Plant,Dioscorea villosa,Safe,Bryce National Park,121
Vascular Plant,Diospyros virginiana,Safe,Bryce National Park,71
Vascular Plant,Diphylleia cymosa,Safe,Bryce National Park,117
Nonvascular Plant,Diphyscium cumberlandianum,Safe,Bryce National Park,93
Nonvascular Plant,Diphyscium foliosum,Safe,Bryce National Park,95
Vascular Plant,Diplazium pycnocarpon,Safe,Bryce National Park,96
Vascular Plant,Dipsacus fullonum,Safe,Bryce National Park,117
Vascular Plant,Dipsacus fullonum,Safe,Bryce National Park,116
Vascular Plant,Dirca palustris,Safe,Bryce National Park,78
Vascular Plant,Disporum hookeri,Safe,Bryce National Park,92
Vascular Plant,Distichlis spicata,Safe,Bryce National Park,103
Nonvascular Plant,Ditrichum lineare,Safe,Bryce National Park,46
Nonvascular Plant,Ditrichum pallidum,Safe,Bryce National Park,121
Nonvascular Plant,Ditrichum pusillum,Safe,Bryce National Park,115
Nonvascular Plant,Ditrichum rhynchostegium,Safe,Bryce National Park,94
Vascular Plant,Dodecatheon alpinum,Safe,Bryce National Park,99
Vascular Plant,Dodecatheon conjugens,Safe,Bryce National Park,89
Vascular Plant,Dodecatheon hendersonii,Safe,Bryce National Park,101
Vascular Plant,Dodecatheon jeffreyi,Safe,Bryce National Park,118
Vascular Plant,Dodecatheon meadia,Safe,Bryce National Park,116
Vascular Plant,Dodecatheon pulchellum var. pulchellum,Safe,Bryce National Park,98
Vascular Plant,Dodecatheon subalpinum,Safe,Bryce National Park,114
Vascular Plant,Doellingeria infirma,Safe,Bryce National Park,104
Vascular Plant,Doellingeria umbellata var. umbellata,Safe,Bryce National Park,109
Bird,Dolichonyx oryzivorus,Safe,Bryce National Park,101
Fish,Dorosoma cepedianum,Safe,Bryce National Park,98
Vascular Plant,Douglasia montana,Safe,Bryce National Park,75
Vascular Plant,Downingia montana,Safe,Bryce National Park,94
Vascular Plant,Draba albertina,Safe,Bryce National Park,88
Vascular Plant,Draba aurea,Safe,Bryce National Park,100
Vascular Plant,Draba borealis,Safe,Bryce National Park,97
Vascular Plant,Draba brachycarpa,Safe,Bryce National Park,86
Vascular Plant,Draba breweri,Safe,Bryce National Park,100
Vascular Plant,Draba crassa,Safe,Bryce National Park,74
Vascular Plant,Draba crassifolia,Safe,Bryce National Park,61
Vascular Plant,Draba densifolia,Safe,Bryce National Park,135
Vascular Plant,Draba globosa,Safe,Bryce National Park,83
Vascular Plant,Draba incerta,Safe,Bryce National Park,105
