category,scientific_name,conservation_status,park_name,observations
Vascular Plant,Cyperus retrofractus,Safe,Yellowstone National Park,273
Vascular Plant,Cyperus retrorsus,Safe,Yellowstone National Park,262
Vascular Plant,Cyperus retrorsus var. robustus,Safe,Yellowstone National Park,259
Vascular Plant,Cyperus rivularis,Safe,Yellowstone National Park,232
Vascular Plant,Cyperus rotundus,Safe,Yellowstone National Park,247
Vascular Plant,Cyperus setigerus,Safe,Yellowstone National Park,246
Vascular Plant,Cyperus squarrosus,Safe,Yellowstone National Park,287
Vascular Plant,Cyperus strigosus,Safe,Yellowstone National Park,233
Fish,Cyprinella galactura,Safe,Yellowstone National Park,232
Fish,Cyprinella galacturus,Safe,Yellowstone National Park,225
Fish,Cyprinella spiloptera,Safe,Yellowstone National Park,227
Fish,Cyprinella spilopterus,Safe,Yellowstone National Park,219
Fish,Cyprinella venusta,Safe,Yellowstone National Park,214
Fish,Cyprinella venustus,Safe,Yellowstone National Park,223
Fish,Cyprinus carpio,Safe,Yellowstone National Park,258
Vascular Plant,Cypripedium acaule,Safe,Yellowstone National Park,225
Vascular Plant,Cypripedium montanum,Safe,Yellowstone National Park,252
Vascular Plant,Cypripedium parviflorum var. pubescens,Safe,Yellowstone National Park,241
Bird,Cypseloides niger,Species of Concern,Yellowstone National Park,194
Nonvascular Plant,Cyrto-hypnum minutulum,Safe,Yellowstone National Park,241
Nonvascular Plant,Cyrto-hypnum pygmaeum,Safe,Yellowstone National Park,249
Vascular Plant,Cystopteris bulbifera,Safe,Yellowstone National Park,245
Vascular Plant,Cystopteris fragilis,Safe,Yellowstone National Park,270
Vascular Plant,Cystopteris protrusa,Safe,Yellowstone National Park,280
Vascular Plant,Cystopteris tennesseensis,Safe,Yellowstone National Park,239
Vascular Plant,Cytisus scoparius,Safe,Yellowstone National Park,247
Vascular Plant,Dactylis glomerata,Safe,Yellowstone National Park,263
Vascular Plant,Dactylis glomerata,Safe,Yellowstone National Park,220
Vascular Plant,Danthonia californica,Safe,Yellowstone National Park,274
Vascular Plant,Danthonia californica var. californica,Safe,Yellowstone National Park,252
Vascular Plant,Danthonia compressa,Safe,Yellowstone National Park,242
Vascular Plant,Danthonia epilis,Safe,Yellowstone National Park,266
Vascular Plant,Danthonia intermedia,Safe,Yellowstone National Park,240
Vascular Plant,Danthonia sericea,Safe,Yellowstone National Park,218
Vascular Plant,Danthonia spicata,Safe,Yellowstone National Park,241
Vascular Plant,Danthonia spicata,Safe,Yellowstone National Park,250
Vascular Plant,Danthonia unispicata,Safe,Yellowstone National Park,271
Vascular Plant,Darmera peltata,Safe,Yellowstone National Park,262
Vascular Plant,Datisca glomerata,Safe,Yellowstone National Park,228
Vascular Plant,Datura stramonium,Safe,Yellowstone National Park,218
Vascular Plant,Datura wrightii,Safe,Yellowstone National Park,249
Vascular Plant,Daucus carota,Safe,Yellowstone National Park,247
Vascular Plant,Daucus carota,Safe,Yellowstone National Park,230
Vascular Plant,Daucus pusillus,Safe,Yellowstone National Park,251
Vascular Plant,Decumaria barbara,Safe,Yellowstone National Park,229
Vascular Plant,Delphinium bicolor ssp. bicolor,Safe,Yellowstone National Park,230
Vascular Plant,Delphinium depauperatum,Safe,Yellowstone National Park,222
Vascular Plant,Delphinium exaltatum,Species of Concern,Yellowstone National Park,225
Vascular Plant,Delphinium glaucum,Safe,Yellowstone National Park,272
Vascular Plant,Delphinium gracilentum,Safe,Yellowstone National Park,265
Vascular Plant,Delphinium hansenii ssp. hansenii,Safe,Yellowstone National Park,284
Vascular Plant,Delphinium nudicaule,Safe,Yellowstone National Park,261
Vascular Plant,Delphinium nuttallianum,Safe,Yellowstone National Park,268
Vascular Plant,Delphinium patens ssp. patens,Safe,Yellowstone National Park,253
Vascular Plant,Delphinium polycladon,Safe,Yellowstone National Park,274
Vascular Plant,Delphinium tricorne,Safe,Yellowstone National Park,218
Bird,Dendragapus fuliginosus,Safe,Yellowstone National Park,261
Bird,Dendragapus obscurus,Safe,Yellowstone National Park,235
Bird,Dendroica caerulescens,Safe,Yellowstone National Park,261
Bird,Dendroica castanea,Safe,Yellowstone National Park,252
Bird,Dendroica cerulea,Safe,Yellowstone National Park,255
Bird,Dendroica coronata,Safe,Yellowstone National Park,253
Bird,Dendroica discolor,Safe,Yellowstone National Park,280
Bird,Dendroica dominica,Safe,Yellowstone National Park,275
Bird,Dendroica fusca,Safe,Yellowstone National Park,239
Bird,Dendroica magnolia,Safe,Yellowstone National Park,255
Bird,Dendroica palmarum,Safe,Yellowstone National Park,218
Bird,Dendroica pensylvanica,Safe,Yellowstone National Park,247
Bird,Dendroica petechia,Safe,Yellowstone National Park,220
Bird,Dendroica pinus,Safe,Yellowstone National Park,284
Bird,Dendroica striata,Safe,Yellowstone National Park,241
Bird,Dendroica tigrina,Safe,Yellowstone National Park,220
Bird,Dendroica virens,Safe,Yellowstone National Park,253
Vascular Plant,Dendromecon rigida,Safe,Yellowstone National Park,255
Vascular Plant,Dennstaedtia punctilobula,Safe,Yellowstone National Park,262
Vascular Plant,Deparia acrostichoides,Safe,Yellowstone National Park,210
Vascular Plant,Deschampsia cespitosa,Safe,Yellowstone National Park,231
Vascular Plant,Deschampsia cespitosa ssp. cespitosa,Safe,Yellowstone National Park,260
Vascular Plant,Deschampsia danthonioides,Safe,Yellowstone National Park,233
Vascular Plant,Deschampsia elongata,Safe,Yellowstone National Park,265
Vascular Plant,Deschampsia flexuosa,Safe,Yellowstone National Park,251
Vascular Plant,Descurainia californica,Safe,Yellowstone National Park,208
Vascular Plant,Descurainia incana,Safe,Yellowstone National Park,255
Vascular Plant,Descurainia pinnata ssp. menziesii,Safe,Yellowstone National Park,263
Vascular Plant,Descurainia sophia,Safe,Yellowstone National Park,219
Vascular Plant,Desmanthus illinoensis,Safe,Yellowstone National Park,291
Vascular Plant,Desmodium canescens,Safe,Yellowstone National Park,236
Vascular Plant,Desmodium ciliare,Safe,Yellowstone National Park,265
Vascular Plant,Desmodium cuspidatum,Safe,Yellowstone National Park,251
Vascular Plant,Desmodium glabellum,Safe,Yellowstone National Park,246
Vascular Plant,Desmodium glutinosum,Safe,Yellowstone National Park,255
Vascular Plant,Desmodium laevigatum,Safe,Yellowstone National Park,288
Vascular Plant,Desmodium marilandicum,Safe,Yellowstone National Park,229
Vascular Plant,Desmodium nudiflorum,Safe,Yellowstone National Park,253
Vascular Plant,Desmodium nuttallii,Safe,Yellowstone National Park,222
Vascular Plant,Desmodium ochroleucum,Safe,Yellowstone National Park,272
Vascular Plant,Desmodium paniculatum var. paniculatum,Safe,Yellowstone National Park,206
Vascular Plant,Desmodium pauciflorum,Safe,Yellowstone National Park,219
Vascular Plant,Desmodium perplexum,Safe,Yellowstone National Park,257
Vascular Plant,Desmodium rotundifolium,Safe,Yellowstone National Park,245
Vascular Plant,Desmodium viridiflorum,Safe,Yellowstone National Park,255
Amphibian,Desmognathus conanti,Safe,Yellowstone National Park,238
Amphibian,Desmognathus imitator,Safe,Yellowstone National Park,245
Amphibian,Desmognathus marmoratus,Safe,Yellowstone National Park,237
Amphibian,Desmognathus monticola,Safe,Yellowstone National Park,236
Amphibian,Desmognathus ocoee,Safe,Yellowstone National Park,239
Amphibian,Desmognathus quadramaculatus,Safe,Yellowstone National Park,255
Amphibian,Desmognathus santeetlah,Safe,Yellowstone National Park,254
Amphibian,Desmognathus wrighti,Species of Concern,Yellowstone National Park,201
Reptile,Diadophis punctatus,Species of Concern,Yellowstone National Park,245
Reptile,Diadophis punctatus edwardsii,Safe,Yellowstone National Park,255
Vascular Plant,Dianthus armeria,Safe,Yellowstone National Park,250
Vascular Plant,Dianthus armeria,Safe,Yellowstone National Park,223
Vascular Plant,Dianthus barbatus,Safe,Yellowstone National Park,249
Vascular Plant,Dianthus barbatus,Safe,Yellowstone National Park,250
Vascular Plant,Diarrhena americana,Safe,Yellowstone National Park,236
Vascular Plant,Dicentra canadensis,Safe,Yellowstone National Park,243
Vascular Plant,Dicentra chrysantha,Safe,Yellowstone National Park,253
Vascular Plant,Dicentra cucullaria,Safe,Yellowstone National Park,252
Vascular Plant,Dicentra eximia,Safe,Yellowstone National Park,263
Vascular Plant,Dicentra formosa,Safe,Yellowstone National Park,248
Vascular Plant,Dicentra pauciflora,Safe,Yellowstone National Park,232
Vascular Plant,Dicentra uniflora,Safe,Yellowstone National Park,245
Vascular Plant,Dichanthelium acuminatum,Safe,Yellowstone National Park,235
Vascular Plant,Dichanthelium acuminatum var. acuminatum,Species of Concern,Yellowstone National Park,225
Vascular Plant,Dichanthelium acuminatum var. fasciculatum,Safe,Yellowstone National Park,257
Vascular Plant,Dichanthelium acuminatum var. lindheimeri,Safe,Yellowstone National Park,259
Vascular Plant,Dichanthelium boscii,Safe,Yellowstone National Park,262
Vascular Plant,Dichanthelium clandestinum,Safe,Yellowstone National Park,249
Vascular Plant,Dichanthelium commutatum,Safe,Yellowstone National Park,230
Vascular Plant,Dichanthelium depauperatum,Safe,Yellowstone National Park,255
Vascular Plant,Dichanthelium dichotomum var. dichotomum,Safe,Yellowstone National Park,242
Vascular Plant,Dichanthelium dichotomum var. ensifolium,Safe,Yellowstone National Park,237
Vascular Plant,Dichanthelium latifolium,Safe,Yellowstone National Park,242
Vascular Plant,Dichanthelium laxiflorum,Safe,Yellowstone National Park,239
Vascular Plant,Dichanthelium linearifolium,Safe,Yellowstone National Park,242
Vascular Plant,Dichanthelium longiligulatum,Safe,Yellowstone National Park,220
Vascular Plant,Dichanthelium meridionale,Safe,Yellowstone National Park,226
Vascular Plant,Dichanthelium sabulorum var. thinium,Safe,Yellowstone National Park,223
Vascular Plant,Dichanthelium scabriusculum,Safe,Yellowstone National Park,257
Vascular Plant,Dichanthelium scoparium,Safe,Yellowstone National Park,194
Vascular Plant,Dichanthelium sphaerocarpon,Safe,Yellowstone National Park,234
Vascular Plant,Dichanthelium sphaerocarpon var. isophyllum,Safe,Yellowstone National Park,259
Vascular Plant,Dichanthelium sphaerocarpon var. sphaerocarpon,Safe,Yellowstone National Park,236
Vascular Plant,Dichanthelium villosissimum var. villosissimum,Safe,Yellowstone National Park,254
Vascular Plant,Dichelostemma capitatum ssp. capitatum,Safe,Yellowstone National Park,252
Vascular Plant,Dichelostemma multiflorum,Safe,Yellowstone National Park,252
Vascular Plant,Dichelostemma volubile,Safe,Yellowstone National Park,206
Nonvascular Plant,Dichodontium pellucidum,Safe,Yellowstone National Park,266
Nonvascular Plant,Dicranella heteromalla,Safe,Yellowstone National Park,229
Nonvascular Plant,Dicranella rufescens,Safe,Yellowstone National Park,255
Nonvascular Plant,Dicranella varia,Safe,Yellowstone National Park,241
Nonvascular Plant,Dicranodontium asperulum,Safe,Yellowstone National Park,279
Nonvascular Plant,Dicranodontium denudatum,Safe,Yellowstone National Park,249
Nonvascular Plant,Dicranum condensatum,Safe,Yellowstone National Park,235
Nonvascular Plant,Dicranum flagellare,Safe,Yellowstone National Park,264
Nonvascular Plant,Dicranum fulvum,Safe,Yellowstone National Park,267
Nonvascular Plant,Dicranum fuscescens,Safe,Yellowstone National Park,227
Nonvascular Plant,Dicranum montanum,Safe,Yellowstone National Park,242
Nonvascular Plant,Dicranum polysetum,Safe,Yellowstone National Park,272
Nonvascular Plant,Dicranum scoparium,Safe,Yellowstone National Park,249
Nonvascular Plant,Dicranum spurium,Safe,Yellowstone National Park,248
Nonvascular Plant,Dicranum undulatum,Safe,Yellowstone National Park,238
Nonvascular Plant,Dicranum viride,Safe,Yellowstone National Park,252
Mammal,Didelphis virginiana,Safe,Yellowstone National Park,235
Mammal,Didelphis virginiana,Safe,Yellowstone National Park,230
Nonvascular Plant,Didymodon fallax,Safe,Yellowstone National Park,245
Nonvascular Plant,Didymodon fallax var. reflexus,Safe,Yellowstone National Park,208
Nonvascular Plant,Didymodon rigidulus,Safe,Yellowstone National Park,232
Vascular Plant,Diervilla lonicera,Safe,Yellowstone National Park,246
Vascular Plant,Diervilla sessilifolia,Safe,Yellowstone National Park,231
Vascular Plant,Digitalis purpurea,Safe,Yellowstone National Park,250
Vascular Plant,Digitalis purpurea,Safe,Yellowstone National Park,253
Vascular Plant,Digitaria ciliaris,Safe,Yellowstone National Park,233
Vascular Plant,Digitaria filiformis,Safe,Yellowstone National Park,274
Vascular Plant,Digitaria ischaemum,Safe,Yellowstone National Park,252
Vascular Plant,Digitaria ischaemum,Safe,Yellowstone National Park,246
Vascular Plant,Digitaria sanguinalis,Safe,Yellowstone National Park,228
Vascular Plant,Digitaria sanguinalis,Safe,Yellowstone National Park,261
Vascular Plant,Digitaria violascens,Safe,Yellowstone National Park,270
Vascular Plant,Diodia teres,Safe,Yellowstone National Park,266
Vascular Plant,Diodia virginiana,Safe,Yellowstone National Park,243
Vascular Plant,Dioscorea oppositifolia,Safe,Yellowstone National Park,230
Vascular Plant,Dioscorea quaternata,Safe,Yellowstone National Park,201
Vascular Plant,Dioscorea villosa,Safe,Yellowstone National Park,242
Vascular Plant,Diospyros virginiana,Safe,Yellowstone National Park,238
Vascular Plant,Diphylleia cymosa,Safe,Yellowstone National Park,257
Nonvascular Plant,Diphyscium cumberlandianum,Safe,Yellowstone National Park,250
Nonvascular Plant,Diphyscium foliosum,Safe,Yellowstone National Park,239
Vascular Plant,Diplazium pycnocarpon,Safe,Yellowstone National Park,270
Vascular Plant,Dipsacus fullonum,Safe,Yellowstone National Park,239
Vascular Plant,Dipsacus fullonum,Safe,Yellowstone National Park,256
Vascular Plant,Dirca palustris,Safe,Yellowstone National Park,236
Vascular Plant,Disporum hookeri,Safe,Yellowstone National Park,242
Vascular Plant,Distichlis spicata,Safe,Yellowstone National Park,241
Nonvascular Plant,Ditrichum lineare,Safe,Yellowstone National Park,255
Nonvascular Plant,Ditrichum pallidum,Safe,Yellowstone National Park,267
Nonvascular Plant,Ditrichum pusillum,Safe,Yellowstone National Park,235
Nonvascular Plant,Ditrichum rhynchostegium,Safe,Yellowstone National Park,232
Vascular Plant,Dodecatheon alpinum,Safe,Yellowstone National Park,206
Vascular Plant,Dodecatheon conjugens,Safe,Yellowstone National Park,240
Vascular Plant,Dodecatheon hendersonii,Safe,Yellowstone National Park,268
Vascular Plant,Dodecatheon jeffreyi,Safe,Yellowstone National Park,225
Vascular Plant,Dodecatheon meadia,Safe,Yellowstone National Park,269
Vascular Plant,Dodecatheon pulchellum var. pulchellum,Safe,Yellowstone National Park,254
Vascular Plant,Dodecatheon subalpinum,Safe,Yellowstone National Park,206
Vascular Plant,Doellingeria infirma,Safe,Yellowstone National Park,262
Vascular Plant,Doellingeria umbellata var. umbellata,Safe,Yellowstone National Park,220
Bird,Dolichonyx oryzivorus,Safe,Yellowstone National Park,256
Fish,Dorosoma cepedianum,Safe,Yellowstone National Park,267
Vascular Plant,Douglasia montana,Safe,Yellowstone National Park,236
Vascular Plant,Downingia montana,Safe,Yellowstone National Park,259
Vascular Plant,Draba albertina,Safe,Yellowstone National Park,239
Vascular Plant,Draba aurea,Safe,Yellowstone National Park,242
Vascular Plant,Draba borealis,Safe,Yellowstone National Park,248
Vascular Plant,Draba brachycarpa,Safe,Yellowstone National Park,266
Vascular Plant,Draba breweri,Safe,Yellowstone National Park,238
Vascular Plant,Draba crassa,Safe,Yellowstone National Park,248
Vascular Plant,Draba crassifolia,Safe,Yellowstone National Park,268
Vascular Plant,Draba densifolia,Safe,Yellowstone National Park,269
Vascular Plant,Draba globosa,Safe,Yellowstone National Park,269
Vascular Plant,Draba incerta,Safe,Yellowstone National Park,238
Vascular Plant,Draba lemmonii var. lemmonii,Safe,Yellowstone National Park,257
Vascular Plant,Draba lonchocarpa var. lonchocarpa,Safe,Yellowstone National Park,232
Vascular Plant,Draba nemorosa,Safe,Yellowstone National Park,225
Vascular Plant,Draba oligosperma,Safe,Yellowstone National Park,234
Vascular Plant,Draba paysonii var. paysonii,Safe,Yellowstone National Park,219
Vascular Plant,Draba paysonii var. treleasii,Safe,Yellowstone National Park,247
Vascular Plant,Draba praealta,Safe,Yellowstone National Park,272
Vascular Plant,Draba ramosissima,Safe,Yellowstone National Park,232
Vascular Plant,Draba reptans,Safe,Yellowstone National Park,253
Vascular Plant,Draba ventosa,Safe,Yellowstone National Park,240
Vascular Plant,Draba verna,Safe,Yellowstone National Park,253
Vascular Plant,Draba verna,Safe,Yellowstone National Park,232
Vascular Plant,Dracocephalum parviflorum,Safe,Yellowstone National Park,316
Vascular Plant,Dracocephalum thymiflorum,Safe,Yellowstone National Park,297
Vascular Plant,Draperia systyla,Safe,Yellowstone National Park,262
Vascular Plant,Drosera anglica,Safe,Yellowstone National Park,257
Vascular Plant,Drosera rotundifolia,Safe,Yellowstone National Park,272
Vascular Plant,Drosera rotundifolia,Safe,Yellowstone National Park,269
Nonvascular Plant,Drummondia prorepens,Safe,Yellowstone National Park,236
Bird,Dryocopus pileatus,Species of Concern,Yellowstone National Park,237
Vascular Plant,Dryopteris arguta,Safe,Yellowstone National Park,249
Vascular Plant,Dryopteris campyloptera,Safe,Yellowstone National Park,244
Vascular Plant,Dryopteris celsa,Safe,Yellowstone National Park,234
Vascular Plant,Dryopteris cristata,Safe,Yellowstone National Park,284
Vascular Plant,Dryopteris expansa,Safe,Yellowstone National Park,246
Vascular Plant,Dryopteris filix-mas,Safe,Yellowstone National Park,279
Vascular Plant,Dryopteris goldiana,Safe,Yellowstone National Park,248
Vascular Plant,Dryopteris intermedia,Safe,Yellowstone National Park,254
Vascular Plant,Dryopteris marginalis,Safe,Yellowstone National Park,284
Vascular Plant,Dryopteris X separabilis,Safe,Yellowstone National Park,275
Vascular Plant,Duchesnea indica,Safe,Yellowstone National Park,245
Vascular Plant,Dudleya cymosa ssp. cymosa,Safe,Yellowstone National Park,304
Vascular Plant,Dulichium arundinaceum,Safe,Yellowstone National Park,259
Vascular Plant,Dulichium arundinaceum,Safe,Yellowstone National Park,256
Bird,Dumetella carolinensis,Safe,Yellowstone National Park,242
Bird,Dumetella carolinensis,Safe,Yellowstone National Park,222
Vascular Plant,Echinochloa colona,Safe,Yellowstone National Park,232
Vascular Plant,Echinochloa crus-galli,Safe,Yellowstone National Park,254
Vascular Plant,Echinochloa crus-galli,Safe,Yellowstone National Park,235
Vascular Plant,Echinochloa muricata var. muricata,Safe,Yellowstone National Park,268
Vascular Plant,Echium vulgare,Safe,Yellowstone National Park,228
Vascular Plant,Eclipta prostrata,Safe,Yellowstone National Park,253
Bird,Ectopistes migratorius,Safe,Yellowstone National Park,230
Bird,Egretta caerulea,Safe,Yellowstone National Park,260
Bird,Egretta thula,Safe,Yellowstone National Park,244
Bird,Egretta tricolor,Safe,Yellowstone National Park,248
Vascular Plant,Elaeagnus angustifolia,Safe,Yellowstone National Park,259
Vascular Plant,Elaeagnus commutata,Safe,Yellowstone National Park,242
Vascular Plant,Elaeagnus umbellata,Safe,Yellowstone National Park,237
Bird,Elanoides forficatus,Species of Concern,Yellowstone National Park,229
Bird,Elanus leucurus,Species of Concern,Yellowstone National Park,214
Reptile,Elaphe guttata guttata,Safe,Yellowstone National Park,270
Reptile,Elaphe obsoleta obsoleta,Safe,Yellowstone National Park,232
Vascular Plant,Elatine rubella,Safe,Yellowstone National Park,239
Vascular Plant,Eleocharis,Safe,Yellowstone National Park,212
Vascular Plant,Eleocharis acicularis,Safe,Yellowstone National Park,225
Vascular Plant,Eleocharis acicularis,Safe,Yellowstone National Park,276
Vascular Plant,Eleocharis acicularis var. acicularis,Safe,Yellowstone National Park,241
Vascular Plant,Eleocharis bolanderi,Safe,Yellowstone National Park,229
Vascular Plant,Eleocharis decumbens,Safe,Yellowstone National Park,239
Vascular Plant,Eleocharis flavescens var. thermalis,Safe,Yellowstone National Park,240
Vascular Plant,Eleocharis macrostachya,Safe,Yellowstone National Park,246
Vascular Plant,Eleocharis microcarpa,Safe,Yellowstone National Park,216
Vascular Plant,Eleocharis obtusa,Safe,Yellowstone National Park,271
Vascular Plant,Eleocharis palustris,Safe,Yellowstone National Park,242
Vascular Plant,Eleocharis palustris,Safe,Yellowstone National Park,276
Vascular Plant,Eleocharis parishii,Safe,Yellowstone National Park,271
Vascular Plant,Eleocharis quadrangulata,Safe,Yellowstone National Park,243
Vascular Plant,Eleocharis quinqueflora,Safe,Yellowstone National Park,243
Vascular Plant,Eleocharis rostellata,Safe,Yellowstone National Park,249
Vascular Plant,Eleocharis tenuis var. verrucosa,Safe,Yellowstone National Park,291
Vascular Plant,Eleocharis tuberculosa,Safe,Yellowstone National Park,252
Vascular Plant,Elephantopus carolinianus,Safe,Yellowstone National Park,222
Vascular Plant,Elephantopus tomentosus,Safe,Yellowstone National Park,267
Vascular Plant,Eleusine indica,Safe,Yellowstone National Park,253
Reptile,Elgaria coerulea palmeri,Safe,Yellowstone National Park,269
Reptile,Elgaria multicarinata webbii,Safe,Yellowstone National Park,232
Vascular Plant,Ellisia nyctelea,Safe,Yellowstone National Park,190
Vascular Plant,Elodea canadensis,Safe,Yellowstone National Park,222
Vascular Plant,Elodea nuttallii,Safe,Yellowstone National Park,251
Vascular Plant,Elodea nuttallii,Safe,Yellowstone National Park,252
Vascular Plant,Elsholtzia ciliata,Safe,Yellowstone National Park,255
Vascular Plant,Elymus canadensis var. canadensis,Safe,Yellowstone National Park,243
Vascular Plant,Elymus elymoides ssp. californicus,Safe,Yellowstone National Park,239
Vascular Plant,Elymus elymoides ssp. elymoides,Safe,Yellowstone National Park,208
Vascular Plant,Elymus glaucus,Safe,Yellowstone National Park,246
Vascular Plant,Elymus glaucus ssp. glaucus,Safe,Yellowstone National Park,236
Vascular Plant,Elymus glaucus ssp. jepsonii,Safe,Yellowstone National Park,257
Vascular Plant,Elymus hystrix var. hystrix,Safe,Yellowstone National Park,234
Vascular Plant,Elymus multisetus,Safe,Yellowstone National Park,256
Vascular Plant,Elymus repens,Safe,Yellowstone National Park,257
Vascular Plant,Elymus riparius,Safe,Yellowstone National Park,220
Vascular Plant,Elymus scribneri,Safe,Yellowstone National Park,242
Vascular Plant,Elymus sierrae,Safe,Yellowstone National Park,252
Vascular Plant,Elymus stebbinsii,Safe,Yellowstone National Park,275
Vascular Plant,Elymus trachycaulus ssp. subsecundus,Safe,Yellowstone National Park,262
Vascular Plant,Elymus trachycaulus ssp. trachycaulus,Safe,Yellowstone National Park,242
Vascular Plant,Elymus trachycaulus var. trachycaulus,Safe,Yellowstone National Park,272
Vascular Plant,Elymus villosus,Safe,Yellowstone National Park,272
Vascular Plant,Elymus virginicus var. virginicus,Safe,Yellowstone National Park,264
Vascular Plant,Elytrigia repens var. repens,Safe,Yellowstone National Park,243
Bird,Empidonax alnorum,Safe,Yellowstone National Park,228
Bird,Empidonax difficilis,Safe,Yellowstone National Park,261
Bird,Empidonax flaviventris,Safe,Yellowstone National Park,266
Bird,Empidonax hammondii,Safe,Yellowstone National Park,275
Bird,Empidonax minimus,Safe,Yellowstone National Park,257
Bird,Empidonax oberholseri,Safe,Yellowstone National Park,214
Bird,Empidonax occidentalis,Safe,Yellowstone National Park,237
Bird,Empidonax traillii,Species of Concern,Yellowstone National Park,229
Bird,Empidonax virescens,Safe,Yellowstone National Park,247
Bird,Empidonax wrightii,Safe,Yellowstone National Park,229
Bird,Empidonax wrightii,Safe,Yellowstone National Park,223
Amphibian,Ensatina eschscholtzii platensis,Safe,Yellowstone National Park,270
Amphibian,Ensatina eschscholtzii xanthoptica,Safe,Yellowstone National Park,268
Nonvascular Plant,Entodon brevisetus,Safe,Yellowstone National Park,235
Nonvascular Plant,Entodon cladorrhizans,Safe,Yellowstone National Park,273
Nonvascular Plant,Entodon concinnus,Safe,Yellowstone National Park,289
Nonvascular Plant,Entodon macropodus,Safe,Yellowstone National Park,216
Nonvascular Plant,Entodon seductrix,Safe,Yellowstone National Park,233
Nonvascular Plant,Entodon sullivantii,Safe,Yellowstone National Park,237
Nonvascular Plant,Ephemerum spinulosum,Safe,Yellowstone National Park,287
Vascular Plant,Epifagus virginiana,Safe,Yellowstone National Park,249
Vascular Plant,Epigaea repens,Safe,Yellowstone National Park,234
Vascular Plant,Epilobium anagallidifolium,Safe,Yellowstone National Park,279
Vascular Plant,Epilobium angustifolium ssp. circumvagum,Safe,Yellowstone National Park,269
Vascular Plant,Epilobium brachycarpum,Safe,Yellowstone National Park,232
Vascular Plant,Epilobium canum ssp. garrettii,Safe,Yellowstone National Park,292
Vascular Plant,Epilobium canum ssp. latifolium,Safe,Yellowstone National Park,247
Vascular Plant,Epilobium ciliatum,Safe,Yellowstone National Park,249
Vascular Plant,Epilobium ciliatum ssp. ciliatum,Safe,Yellowstone National Park,239
Vascular Plant,Epilobium ciliatum ssp. ciliatum,Safe,Yellowstone National Park,238
Vascular Plant,Epilobium ciliatum ssp. glandulosum,Safe,Yellowstone National Park,231
Vascular Plant,Epilobium clavatum,Safe,Yellowstone National Park,242
Vascular Plant,Epilobium coloratum,Safe,Yellowstone National Park,233
Vascular Plant,Epilobium densiflorum,Safe,Yellowstone National Park,260
Vascular Plant,Epilobium foliosum,Safe,Yellowstone National Park,252
Vascular Plant,Epilobium glaberrimum ssp. fastigiatum,Safe,Yellowstone National Park,253
Vascular Plant,Epilobium glaberrimum ssp. glaberrimum,Safe,Yellowstone National Park,251
Vascular Plant,Epilobium halleanum,Safe,Yellowstone National Park,263
Vascular Plant,Epilobium hornemannii ssp. hornemannii,Safe,Yellowstone National Park,254
Vascular Plant,Epilobium howellii,Safe,Yellowstone National Park,228
Vascular Plant,Epilobium lactiflorum,Safe,Yellowstone National Park,239
Vascular Plant,Epilobium latifolium,Safe,Yellowstone National Park,275
Vascular Plant,Epilobium minutum,Safe,Yellowstone National Park,239
Vascular Plant,Epilobium obcordatum,Safe,Yellowstone National Park,269
Vascular Plant,Epilobium oreganum,Species of Concern,Yellowstone National Park,212
Vascular Plant,Epilobium oregonense,Safe,Yellowstone National Park,247
Vascular Plant,Epilobium saximontanum,Safe,Yellowstone National Park,258
Vascular Plant,Epilobium suffruticosum,Safe,Yellowstone National Park,288
Vascular Plant,Epilobium torreyi,Safe,Yellowstone National Park,258
Vascular Plant,Epipactis gigantea,Safe,Yellowstone National Park,249
Vascular Plant,Epipactis helleborine,Safe,Yellowstone National Park,269
Vascular Plant,Epipactis helleborine,Safe,Yellowstone National Park,245
Mammal,Eptesicus fuscus,Species of Concern,Yellowstone National Park,227
Mammal,Eptesicus fuscus,Species of Concern,Yellowstone National Park,236
Vascular Plant,Equisetum arvense,Safe,Yellowstone National Park,260
Vascular Plant,Equisetum arvense,Safe,Yellowstone National Park,246
Vascular Plant,Equisetum fluviatile,Safe,Yellowstone National Park,253
Vascular Plant,Equisetum hyemale ssp. affine,Safe,Yellowstone National Park,266
Vascular Plant,Equisetum hyemale var. affine,Safe,Yellowstone National Park,273
Vascular Plant,Equisetum hyemale var. affine,Safe,Yellowstone National Park,223
Vascular Plant,Equisetum laevigatum,Safe,Yellowstone National Park,247
Vascular Plant,Equisetum scirpoides,Safe,Yellowstone National Park,227
Vascular Plant,Equisetum variegatum,Safe,Yellowstone National Park,219
Mammal,Equus caballus,Safe,Yellowstone National Park,219
Vascular Plant,Eragrostis capillaris,Safe,Yellowstone National Park,264
Vascular Plant,Eragrostis cilianensis,Safe,Yellowstone National Park,252
Vascular Plant,Eragrostis cilianensis,Safe,Yellowstone National Park,242
Vascular Plant,Eragrostis curvula,Safe,Yellowstone National Park,235
Vascular Plant,Eragrostis frankii,Safe,Yellowstone National Park,265
Vascular Plant,Eragrostis hirsuta,Safe,Yellowstone National Park,267
Vascular Plant,Eragrostis hypnoides,Safe,Yellowstone National Park,226
Vascular Plant,Eragrostis mexicana ssp. virescens,Safe,Yellowstone National Park,268
Vascular Plant,Eragrostis pilosa,Safe,Yellowstone National Park,240
Vascular Plant,Eragrostis pilosa var. pilosa,Safe,Yellowstone National Park,257
