category,scientific_name,conservation_status,park_name,observations
Vascular Plant,Clematis terniflora,Safe,Yosemite National Park,154
Vascular Plant,Clematis viorna,Safe,Yosemite National Park,164
Vascular Plant,Clematis virginiana,Safe,Yosemite National Park,137
Reptile,Clemmys muhlenbergii,Safe,Yosemite National Park,137
Vascular Plant,Cleome hassleriana,Safe,Yosemite National Park,122
Vascular Plant,Cleome serrulata,Safe,Yosemite National Park,141
Vascular Plant,Clethra acuminata,Safe,Yosemite National Park,148
Mammal,Clethrionomys gapperi,Safe,Yosemite National Park,121
Mammal,Clethrionomys gapperi gapperi,Safe,Yosemite National Park,117
Nonvascular Plant,Climacium americanum,Safe,Yosemite National Park,154
Nonvascular Plant,Climacium kindbergii,Safe,Yosemite National Park,161
Vascular Plant,Clinopodium vulgare,Safe,Yosemite National Park,127
Fish,Clinostomus funduloides,Safe,Yosemite National Park,163
Fish,Clinostomus sp. 1,Safe,Yosemite National Park,180
Vascular Plant,Clintonia borealis,Safe,Yosemite National Park,171
Vascular Plant,Clintonia umbellulata,Safe,Yosemite National Park,166
Vascular Plant,Clintonia uniflora,Safe,Yosemite National Park,140
Vascular Plant,Clitoria mariana,Safe,Yosemite National Park,162
Reptile,Cnemidophorus sexlineatus sexlineatus,Safe,Yosemite National Park,174
Vascular Plant,Cnicus benedictus,Safe,Yosemite National Park,108
Bird,Coccothraustes vespertinus,Safe,Yosemite National Park,164
Vascular Plant,Cocculus carolinus,Safe,Yosemite National Park,142
Bird,Coccyzus americanus,Safe,Yosemite National Park,154
Bird,Coccyzus erythropthalmus,Species of Concern,Yosemite National Park,127
Vascular Plant,Coeloglossum viride var. virescens,Safe,Yosemite National Park,152
Bird,Colaptes auratus,Safe,Yosemite National Park,137
Bird,Colinus virginianus,Safe,Yosemite National Park,177
Vascular Plant,Collinsia bartsiifolia var. davidsonii,Safe,Yosemite National Park,136
Vascular Plant,Collinsia childii,Safe,Yosemite National Park,136
Vascular Plant,Collinsia heterophylla,Safe,Yosemite National Park,148
Vascular Plant,Collinsia linearis,Safe,Yosemite National Park,130
Vascular Plant,Collinsia parviflora,Safe,Yosemite National Park,182
Vascular Plant,Collinsia tinctoria,Safe,Yosemite National Park,149
Vascular Plant,Collinsia torreyi var. torreyi,Safe,Yosemite National Park,136
Vascular Plant,Collinsia torreyi var. wrightii,Safe,Yosemite National Park,177
Vascular Plant,Collinsonia canadensis,Safe,Yosemite National Park,160
Vascular Plant,Collinsonia verticillata,Safe,Yosemite National Park,126
Vascular Plant,Collomia grandiflora,Safe,Yosemite National Park,164
Vascular Plant,Collomia heterophylla,Safe,Yosemite National Park,133
Vascular Plant,Collomia linearis,Safe,Yosemite National Park,164
Vascular Plant,Collomia tinctoria,Safe,Yosemite National Park,208
Reptile,Coluber constrictor,Safe,Yosemite National Park,112
Reptile,Coluber constrictor constrictor,Safe,Yosemite National Park,123
Reptile,Coluber mormon,Safe,Yosemite National Park,148
Bird,Columba livia,Safe,Yosemite National Park,142
Bird,Columba livia,Safe,Yosemite National Park,144
Bird,Columba livia,Safe,Yosemite National Park,137
Vascular Plant,Comandra umbellata,Safe,Yosemite National Park,145
Vascular Plant,Comandra umbellata ssp. californica,Safe,Yosemite National Park,152
Vascular Plant,Commelina communis,Safe,Yosemite National Park,127
Vascular Plant,Commelina diffusa,Safe,Yosemite National Park,152
Vascular Plant,Commelina erecta,Safe,Yosemite National Park,131
Vascular Plant,Commelina virginica,Safe,Yosemite National Park,149
Vascular Plant,Comptonia peregrina,Safe,Yosemite National Park,140
Mammal,Condylura cristata,Safe,Yosemite National Park,134
Vascular Plant,Conimitella williamsii,Safe,Yosemite National Park,142
Vascular Plant,Conium maculatum,Safe,Yosemite National Park,146
Vascular Plant,Conium maculatum,Safe,Yosemite National Park,172
Vascular Plant,Conoclinium coelestinum,Safe,Yosemite National Park,163
Vascular Plant,Conopholis americana,Safe,Yosemite National Park,155
Vascular Plant,Conringia orientalis,Safe,Yosemite National Park,171
Vascular Plant,Consolida ajacis,Safe,Yosemite National Park,91
Reptile,Contia tenuis,Safe,Yosemite National Park,152
Bird,Contopus borealis,Safe,Yosemite National Park,128
Bird,Contopus cooperi,Species of Concern,Yosemite National Park,150
Bird,Contopus sordidulus,Safe,Yosemite National Park,134
Bird,Contopus sordidulus,Safe,Yosemite National Park,110
Bird,Contopus virens,Safe,Yosemite National Park,128
Vascular Plant,Convallaria majalis,Safe,Yosemite National Park,141
Vascular Plant,Convallaria majuscula,Safe,Yosemite National Park,163
Vascular Plant,Convallaria montana,Safe,Yosemite National Park,165
Vascular Plant,Convolvulus arvensis,Safe,Yosemite National Park,163
Vascular Plant,Conyza canadensis,Safe,Yosemite National Park,137
Vascular Plant,Conyza canadensis,Safe,Yosemite National Park,134
Bird,Coragyps atratus,Safe,Yosemite National Park,150
Vascular Plant,Corallorhiza maculata,Safe,Yosemite National Park,164
Vascular Plant,Corallorhiza odontorhiza,Safe,Yosemite National Park,153
Vascular Plant,Corallorhiza wisteriana,Safe,Yosemite National Park,150
Vascular Plant,Corallorrhiza maculata,Safe,Yosemite National Park,112
Vascular Plant,Corallorrhiza mertensiana,Safe,Yosemite National Park,118
Vascular Plant,Corallorrhiza odontorhiza,Safe,Yosemite National Park,139
Vascular Plant,Corallorrhiza striata,Safe,Yosemite National Park,145
Vascular Plant,Corallorrhiza trifida,Safe,Yosemite National Park,146
Vascular Plant,Corallorrhiza wisteriana,Safe,Yosemite National Park,154
Vascular Plant,Corallorrhiza wisteriana,Safe,Yosemite National Park,166
Vascular Plant,Cordylanthus rigidus ssp. brevibracteatus,Safe,Yosemite National Park,135
Vascular Plant,Cordylanthus rigidus ssp. rigidus,Safe,Yosemite National Park,156
Vascular Plant,Cordylanthus tenuis ssp. tenuis,Safe,Yosemite National Park,153
Vascular Plant,Coreopsis auriculata,Safe,Yosemite National Park,140
Vascular Plant,Coreopsis lanceolata,Safe,Yosemite National Park,182
Vascular Plant,Coreopsis lanceolata,Safe,Yosemite National Park,150
Vascular Plant,Coreopsis major,Safe,Yosemite National Park,145
Vascular Plant,Coreopsis pubescens,Safe,Yosemite National Park,179
Vascular Plant,Coreopsis tinctoria,Safe,Yosemite National Park,161
Vascular Plant,Coreopsis tripteris,Safe,Yosemite National Park,188
Vascular Plant,Cornus alternifolia,Safe,Yosemite National Park,148
Vascular Plant,Cornus amomum,Safe,Yosemite National Park,192
Vascular Plant,Cornus canadensis,Safe,Yosemite National Park,130
Vascular Plant,Cornus florida,Safe,Yosemite National Park,179
Vascular Plant,Cornus foemina,Safe,Yosemite National Park,138
Vascular Plant,Cornus nuttallii,Safe,Yosemite National Park,145
Vascular Plant,Cornus sericea,Safe,Yosemite National Park,162
Vascular Plant,Cornus sericea ssp. occidentalis,Safe,Yosemite National Park,138
Vascular Plant,Cornus sericea ssp. sericea,Safe,Yosemite National Park,185
Vascular Plant,Coronilla varia,Safe,Yosemite National Park,152
Bird,Corvus brachyrhynchos,Safe,Yosemite National Park,153
Bird,Corvus corax,Safe,Yosemite National Park,142
Vascular Plant,Corydalis aurea,Safe,Yosemite National Park,141
Vascular Plant,Corydalis aurea var. aurea,Safe,Yosemite National Park,160
Vascular Plant,Corydalis flavula,Safe,Yosemite National Park,152
Vascular Plant,Corydalis micrantha ssp. australis,Safe,Yosemite National Park,159
Vascular Plant,Corydalis sempervirens,Safe,Yosemite National Park,188
Vascular Plant,Corylus americana,Safe,Yosemite National Park,95
Vascular Plant,Corylus cornuta,Safe,Yosemite National Park,156
Vascular Plant,Corylus cornuta var. californica,Safe,Yosemite National Park,158
Mammal,Corynorhinus rafinesquii,Safe,Yosemite National Park,188
Mammal,Corynorhinus townsendii,Safe,Yosemite National Park,148
Mammal,Corynorhinus townsendii,Safe,Yosemite National Park,146
Nonvascular Plant,Coscinodon cribrosus,Safe,Yosemite National Park,133
Vascular Plant,Cosmos bipinnatus,Safe,Yosemite National Park,147
Vascular Plant,Cosmos sulphureus,Safe,Yosemite National Park,127
Fish,Cottus bairdi,Safe,Yosemite National Park,161
Fish,Cottus bairdii,Species of Concern,Yosemite National Park,134
Fish,Cottus carolinae,Safe,Yosemite National Park,176
Fish,Cottus gulosus,Safe,Yosemite National Park,192
Bird,Coturnicops noveboracensis,Species of Concern,Yosemite National Park,143
Fish,Couesius plumbeus,Safe,Yosemite National Park,146
Vascular Plant,Crassula solierii,Safe,Yosemite National Park,159
Vascular Plant,Crataegus calpodendron,Safe,Yosemite National Park,173
Vascular Plant,Crataegus crus-galli,Safe,Yosemite National Park,143
Vascular Plant,Crataegus douglasii var. douglasii,Safe,Yosemite National Park,144
Vascular Plant,Crataegus flabellata,Safe,Yosemite National Park,147
Vascular Plant,Crataegus intricata,Safe,Yosemite National Park,127
Vascular Plant,Crataegus iracunda,Safe,Yosemite National Park,108
Vascular Plant,Crataegus macrosperma,Safe,Yosemite National Park,137
Vascular Plant,Crataegus mollis,Safe,Yosemite National Park,164
Vascular Plant,Crataegus pinetorum,Safe,Yosemite National Park,134
Vascular Plant,Crataegus pruinosa,Safe,Yosemite National Park,120
Vascular Plant,Crataegus punctata,Safe,Yosemite National Park,109
Vascular Plant,Crataegus uniflora,Safe,Yosemite National Park,129
Nonvascular Plant,Cratoneuron filicinum,Safe,Yosemite National Park,132
Vascular Plant,Crepis acuminata,Safe,Yosemite National Park,116
Vascular Plant,Crepis atribarba,Safe,Yosemite National Park,162
Vascular Plant,Crepis capillaris,Safe,Yosemite National Park,148
Vascular Plant,Crepis capillaris,Safe,Yosemite National Park,126
Vascular Plant,Crepis elegans,Safe,Yosemite National Park,159
Vascular Plant,Crepis intermedia,Safe,Yosemite National Park,117
Vascular Plant,Crepis modocensis,Safe,Yosemite National Park,159
Vascular Plant,Crepis nana,Safe,Yosemite National Park,146
Vascular Plant,Crepis occidentalis,Safe,Yosemite National Park,160
Vascular Plant,Crepis occidentalis ssp. costata,Safe,Yosemite National Park,140
Vascular Plant,Crepis pulchra,Safe,Yosemite National Park,166
Vascular Plant,Crepis tectorum,Safe,Yosemite National Park,139
Vascular Plant,Crotalaria purshii,Safe,Yosemite National Park,170
Vascular Plant,Crotalaria sagittalis,Safe,Yosemite National Park,173
Reptile,Crotalus horridus,Safe,Yosemite National Park,153
Reptile,Crotalus oreganus oreganus,Safe,Yosemite National Park,129
Reptile,Crotalus viridis viridis,Safe,Yosemite National Park,120
Vascular Plant,Croton glandulosus var. septentrionalis,Safe,Yosemite National Park,172
Vascular Plant,Croton monanthogynus,Safe,Yosemite National Park,173
Vascular Plant,Cruciata pedemontana,Safe,Yosemite National Park,143
Nonvascular Plant,Cryphaea glomerata,Safe,Yosemite National Park,168
Nonvascular Plant,Cryphaea nervosa,Safe,Yosemite National Park,169
Vascular Plant,Cryptantha affinis,Safe,Yosemite National Park,153
Vascular Plant,Cryptantha ambigua,Safe,Yosemite National Park,159
Vascular Plant,Cryptantha celosioides,Safe,Yosemite National Park,152
Vascular Plant,Cryptantha echinella,Safe,Yosemite National Park,133
Vascular Plant,Cryptantha fendleri,Safe,Yosemite National Park,121
Vascular Plant,Cryptantha flaccida,Safe,Yosemite National Park,121
Vascular Plant,Cryptantha glomeriflora,Safe,Yosemite National Park,173
Vascular Plant,Cryptantha hispidula,Safe,Yosemite National Park,127
Vascular Plant,Cryptantha humilis,Safe,Yosemite National Park,101
Vascular Plant,Cryptantha muricata,Safe,Yosemite National Park,155
Vascular Plant,Cryptantha nubigena,Safe,Yosemite National Park,145
Vascular Plant,Cryptantha simulans,Safe,Yosemite National Park,124
Vascular Plant,Cryptantha spiculifera,Safe,Yosemite National Park,124
Vascular Plant,Cryptantha torreyana,Safe,Yosemite National Park,155
Vascular Plant,Cryptantha watsonii,Safe,Yosemite National Park,182
Amphibian,Cryptobranchus alleganiensis alleganiensis,Species of Concern,Yosemite National Park,111
Vascular Plant,Cryptogramma acrostichoides,Safe,Yosemite National Park,122
Vascular Plant,Cryptogramma cascadensis,Safe,Yosemite National Park,149
Vascular Plant,Cryptogramma stelleri,Safe,Yosemite National Park,143
Vascular Plant,Cryptotaenia canadensis,Safe,Yosemite National Park,168
Mammal,Cryptotis parva,Safe,Yosemite National Park,152
Nonvascular Plant,Ctenidium malacodes,Safe,Yosemite National Park,149
Nonvascular Plant,Ctenidium molluscum,Safe,Yosemite National Park,151
Vascular Plant,Cucumis melo,Safe,Yosemite National Park,152
Vascular Plant,Cucurbita pepo,Safe,Yosemite National Park,164
Vascular Plant,Cunila origanoides,Safe,Yosemite National Park,151
Vascular Plant,Cuphea viscosissima,Safe,Yosemite National Park,130
Vascular Plant,Cuscuta californica var. breviflora,Safe,Yosemite National Park,152
Vascular Plant,Cuscuta californica var. californica,Safe,Yosemite National Park,133
Vascular Plant,Cuscuta compacta,Safe,Yosemite National Park,140
Vascular Plant,Cuscuta gronovii,Safe,Yosemite National Park,153
Vascular Plant,Cuscuta pentagona var. pentagona,Safe,Yosemite National Park,152
Vascular Plant,Cuscuta rostrata,Safe,Yosemite National Park,134
Vascular Plant,Cuscuta suksdorfii,Safe,Yosemite National Park,135
Bird,Cyanocitta cristata,Safe,Yosemite National Park,144
Bird,Cyanocitta stelleri,Safe,Yosemite National Park,160
Bird,Cygnus buccinator,Species of Concern,Yosemite National Park,131
Bird,Cygnus columbianus,Safe,Yosemite National Park,166
Bird,Cygnus cygnus,Safe,Yosemite National Park,114
Vascular Plant,Cymophyllus fraserianus,Safe,Yosemite National Park,132
Vascular Plant,Cymopterus cinerarius,Safe,Yosemite National Park,144
Vascular Plant,Cymopterus nivalis,Safe,Yosemite National Park,153
Vascular Plant,Cynanchum laeve,Safe,Yosemite National Park,114
Vascular Plant,Cynodon dactylon,Safe,Yosemite National Park,144
Vascular Plant,Cynodon dactylon,Safe,Yosemite National Park,184
Vascular Plant,Cynoglossum grande,Safe,Yosemite National Park,131
Vascular Plant,Cynoglossum occidentale,Safe,Yosemite National Park,170
Vascular Plant,Cynoglossum officinale,Safe,Yosemite National Park,136
Vascular Plant,Cynoglossum officinale,Safe,Yosemite National Park,115
Vascular Plant,Cynoglossum virginianum,Safe,Yosemite National Park,158
Vascular Plant,Cynosurus cristatus,Safe,Yosemite National Park,153
Vascular Plant,Cynosurus echinatus,Safe,Yosemite National Park,135
Vascular Plant,Cyperus bipartitus,Safe,Yosemite National Park,156
Vascular Plant,Cyperus croceus,Safe,Yosemite National Park,179
Vascular Plant,Cyperus dipsaceus,Safe,Yosemite National Park,149
Vascular Plant,Cyperus echinatus,Safe,Yosemite National Park,128
Vascular Plant,Cyperus eragrostis,Safe,Yosemite National Park,132
Vascular Plant,Cyperus esculentus,Safe,Yosemite National Park,112
Vascular Plant,Cyperus esculentus,Safe,Yosemite National Park,161
Vascular Plant,Cyperus flavescens,Safe,Yosemite National Park,140
Vascular Plant,Cyperus iria,Safe,Yosemite National Park,109
Vascular Plant,Cyperus lancastriensis,Safe,Yosemite National Park,136
Vascular Plant,Cyperus lupulinus ssp. lupulinus,Safe,Yosemite National Park,138
Vascular Plant,Cyperus polystachyos var. texensis,Safe,Yosemite National Park,155
Vascular Plant,Cyperus pseudovegetus,Safe,Yosemite National Park,159
Vascular Plant,Cyperus refractus,Safe,Yosemite National Park,156
Vascular Plant,Cyperus retrofractus,Safe,Yosemite National Park,161
Vascular Plant,Cyperus retrorsus,Safe,Yosemite National Park,164
Vascular Plant,Cyperus retrorsus var. robustus,Safe,Yosemite National Park,118
Vascular Plant,Cyperus rivularis,Safe,Yosemite National Park,152
Vascular Plant,Cyperus rotundus,Safe,Yosemite National Park,117
Vascular Plant,Cyperus setigerus,Safe,Yosemite National Park,152
Vascular Plant,Cyperus squarrosus,Safe,Yosemite National Park,151
Vascular Plant,Cyperus strigosus,Safe,Yosemite National Park,128
Fish,Cyprinella galactura,Safe,Yosemite National Park,115
Fish,Cyprinella galacturus,Safe,Yosemite National Park,143
Fish,Cyprinella spiloptera,Safe,Yosemite National Park,172
Fish,Cyprinella spilopterus,Safe,Yosemite National Park,166
Fish,Cyprinella venusta,Safe,Yosemite National Park,152
Fish,Cyprinella venustus,Safe,Yosemite National Park,139
Fish,Cyprinus carpio,Safe,Yosemite National Park,138
Vascular Plant,Cypripedium acaule,Safe,Yosemite National Park,168
Vascular Plant,Cypripedium montanum,Safe,Yosemite National Park,136
Vascular Plant,Cypripedium parviflorum var. pubescens,Safe,Yosemite National Park,148
Bird,Cypseloides niger,Species of Concern,Yosemite National Park,159
Nonvascular Plant,Cyrto-hypnum minutulum,Safe,Yosemite National Park,167
Nonvascular Plant,Cyrto-hypnum pygmaeum,Safe,Yosemite National Park,125
Vascular Plant,Cystopteris bulbifera,Safe,Yosemite National Park,184
Vascular Plant,Cystopteris fragilis,Safe,Yosemite National Park,178
Vascular Plant,Cystopteris protrusa,Safe,Yosemite National Park,160
Vascular Plant,Cystopteris tennesseensis,Safe,Yosemite National Park,135
Vascular Plant,Cytisus scoparius,Safe,Yosemite National Park,116
Vascular Plant,Dactylis glomerata,Safe,Yosemite National Park,181
Vascular Plant,Dactylis glomerata,Safe,Yosemite National Park,154
Vascular Plant,Danthonia californica,Safe,Yosemite National Park,170
Vascular Plant,Danthonia californica var. californica,Safe,Yosemite National Park,147
Vascular Plant,Danthonia compressa,Safe,Yosemite National Park,159
Vascular Plant,Danthonia epilis,Safe,Yosemite National Park,141
Vascular Plant,Danthonia intermedia,Safe,Yosemite National Park,135
Vascular Plant,Danthonia sericea,Safe,Yosemite National Park,119
Vascular Plant,Danthonia spicata,Safe,Yosemite National Park,161
Vascular Plant,Danthonia spicata,Safe,Yosemite National Park,151
Vascular Plant,Danthonia unispicata,Safe,Yosemite National Park,146
Vascular Plant,Darmera peltata,Safe,Yosemite National Park,97
Vascular Plant,Datisca glomerata,Safe,Yosemite National Park,147
Vascular Plant,Datura stramonium,Safe,Yosemite National Park,127
Vascular Plant,Datura wrightii,Safe,Yosemite National Park,133
Vascular Plant,Daucus carota,Safe,Yosemite National Park,160
Vascular Plant,Daucus carota,Safe,Yosemite National Park,134
Vascular Plant,Daucus pusillus,Safe,Yosemite National Park,139
Vascular Plant,Decumaria barbara,Safe,Yosemite National Park,153
Vascular Plant,Delphinium bicolor ssp. bicolor,Safe,Yosemite National Park,128
Vascular Plant,Delphinium depauperatum,Safe,Yosemite National Park,132
Vascular Plant,Delphinium exaltatum,Species of Concern,Yosemite National Park,132
Vascular Plant,Delphinium glaucum,Safe,Yosemite National Park,114
Vascular Plant,Delphinium gracilentum,Safe,Yosemite National Park,159
Vascular Plant,Delphinium hansenii ssp. hansenii,Safe,Yosemite National Park,136
Vascular Plant,Delphinium nudicaule,Safe,Yosemite National Park,160
Vascular Plant,Delphinium nuttallianum,Safe,Yosemite National Park,133
Vascular Plant,Delphinium patens ssp. patens,Safe,Yosemite National Park,176
Vascular Plant,Delphinium polycladon,Safe,Yosemite National Park,118
Vascular Plant,Delphinium tricorne,Safe,Yosemite National Park,133
Bird,Dendragapus fuliginosus,Safe,Yosemite National Park,172
Bird,Dendragapus obscurus,Safe,Yosemite National Park,136
Bird,Dendroica caerulescens,Safe,Yosemite National Park,183
Bird,Dendroica castanea,Safe,Yosemite National Park,171
Bird,Dendroica cerulea,Safe,Yosemite National Park,163
Bird,Dendroica coronata,Safe,Yosemite National Park,166
Bird,Dendroica discolor,Safe,Yosemite National Park,148
Bird,Dendroica dominica,Safe,Yosemite National Park,160
Bird,Dendroica fusca,Safe,Yosemite National Park,140
Bird,Dendroica magnolia,Safe,Yosemite National Park,163
Bird,Dendroica palmarum,Safe,Yosemite National Park,166
Bird,Dendroica pensylvanica,Safe,Yosemite National Park,171
Bird,Dendroica petechia,Safe,Yosemite National Park,136
Bird,Dendroica pinus,Safe,Yosemite National Park,132
Bird,Dendroica striata,Safe,Yosemite National Park,134
Bird,Dendroica tigrina,Safe,Yosemite National Park,106
Bird,Dendroica virens,Safe,Yosemite National Park,152
Vascular Plant,Dendromecon rigida,Safe,Yosemite National Park,149
Vascular Plant,Dennstaedtia punctilobula,Safe,Yosemite National Park,125
Vascular Plant,Deparia acrostichoides,Safe,Yosemite National Park,152
Vascular Plant,Deschampsia cespitosa,Safe,Yosemite National Park,164
Vascular Plant,Deschampsia cespitosa ssp. cespitosa,Safe,Yosemite National Park,172
Vascular Plant,Deschampsia danthonioides,Safe,Yosemite National Park,186
Vascular Plant,Deschampsia elongata,Safe,Yosemite National Park,114
Vascular Plant,Deschampsia flexuosa,Safe,Yosemite National Park,158
Vascular Plant,Descurainia californica,Safe,Yosemite National Park,119
Vascular Plant,Descurainia incana,Safe,Yosemite National Park,141
Vascular Plant,Descurainia pinnata ssp. menziesii,Safe,Yosemite National Park,159
Vascular Plant,Descurainia sophia,Safe,Yosemite National Park,130
Vascular Plant,Desmanthus illinoensis,Safe,Yosemite National Park,134
Vascular Plant,Desmodium canescens,Safe,Yosemite National Park,158
Vascular Plant,Desmodium ciliare,Safe,Yosemite National Park,157
Vascular Plant,Desmodium cuspidatum,Safe,Yosemite National Park,120
Vascular Plant,Desmodium glabellum,Safe,Yosemite National Park,130
Vascular Plant,Desmodium glutinosum,Safe,Yosemite National Park,124
Vascular Plant,Desmodium laevigatum,Safe,Yosemite National Park,142
Vascular Plant,Desmodium marilandicum,Safe,Yosemite National Park,114
Vascular Plant,Desmodium nudiflorum,Safe,Yosemite National Park,144
Vascular Plant,Desmodium nuttallii,Safe,Yosemite National Park,161
Vascular Plant,Desmodium ochroleucum,Safe,Yosemite National Park,149
Vascular Plant,Desmodium paniculatum var. paniculatum,Safe,Yosemite National Park,130
Vascular Plant,Desmodium pauciflorum,Safe,Yosemite National Park,152
Vascular Plant,Desmodium perplexum,Safe,Yosemite National Park,172
Vascular Plant,Desmodium rotundifolium,Safe,Yosemite National Park,155
Vascular Plant,Desmodium viridiflorum,Safe,Yosemite National Park,147
Amphibian,Desmognathus conanti,Safe,Yosemite National Park,143
Amphibian,Desmognathus imitator,Safe,Yosemite National Park,117
Amphibian,Desmognathus marmoratus,Safe,Yosemite National Park,153
Amphibian,Desmognathus monticola,Safe,Yosemite National Park,128
Amphibian,Desmognathus ocoee,Safe,Yosemite National Park,156
Amphibian,Desmognathus quadramaculatus,Safe,Yosemite National Park,172
Amphibian,Desmognathus santeetlah,Safe,Yosemite National Park,184
Amphibian,Desmognathus wrighti,Species of Concern,Yosemite National Park,127
Reptile,Diadophis punctatus,Species of Concern,Yosemite National Park,162
Reptile,Diadophis punctatus edwardsii,Safe,Yosemite National Park,170
Vascular Plant,Dianthus armeria,Safe,Yosemite National Park,139
Vascular Plant,Dianthus armeria,Safe,Yosemite National Park,125
Vascular Plant,Dianthus barbatus,Safe,Yosemite National Park,131
Vascular Plant,Dianthus barbatus,Safe,Yosemite National Park,130
Vascular Plant,Diarrhena americana,Safe,Yosemite National Park,127
Vascular Plant,Dicentra canadensis,Safe,Yosemite National Park,148
Vascular Plant,Dicentra chrysantha,Safe,Yosemite National Park,136
Vascular Plant,Dicentra cucullaria,Safe,Yosemite National Park,142
Vascular Plant,Dicentra eximia,Safe,Yosemite National Park,128
Vascular Plant,Dicentra formosa,Safe,Yosemite National Park,99
Vascular Plant,Dicentra pauciflora,Safe,Yosemite National Park,158
Vascular Plant,Dicentra uniflora,Safe,Yosemite National Park,119
Vascular Plant,Dichanthelium acuminatum,Safe,Yosemite National Park,188
Vascular Plant,Dichanthelium acuminatum var. acuminatum,Species of Concern,Yosemite National Park,123
Vascular Plant,Dichanthelium acuminatum var. fasciculatum,Safe,Yosemite National Park,170
Vascular Plant,Dichanthelium acuminatum var. lindheimeri,Safe,Yosemite National Park,135
Vascular Plant,Dichanthelium boscii,Safe,Yosemite National Park,140
Vascular Plant,Dichanthelium clandestinum,Safe,Yosemite National Park,159
Vascular Plant,Dichanthelium commutatum,Safe,Yosemite National Park,102
Vascular Plant,Dichanthelium depauperatum,Safe,Yosemite National Park,162
Vascular Plant,Dichanthelium dichotomum var. dichotomum,Safe,Yosemite National Park,168
Vascular Plant,Dichanthelium dichotomum var. ensifolium,Safe,Yosemite National Park,159
Vascular Plant,Dichanthelium latifolium,Safe,Yosemite National Park,193
Vascular Plant,Dichanthelium laxiflorum,Safe,Yosemite National Park,156
Vascular Plant,Dichanthelium linearifolium,Safe,Yosemite National Park,147
Vascular Plant,Dichanthelium longiligulatum,Safe,Yosemite National Park,170
Vascular Plant,Dichanthelium meridionale,Safe,Yosemite National Park,144
Vascular Plant,Dichanthelium sabulorum var. thinium,Safe,Yosemite National Park,139
Vascular Plant,Dichanthelium scabriusculum,Safe,Yosemite National Park,155
Vascular Plant,Dichanthelium scoparium,Safe,Yosemite National Park,171
Vascular Plant,Dichanthelium sphaerocarpon,Safe,Yosemite National Park,148
Vascular Plant,Dichanthelium sphaerocarpon var. isophyllum,Safe,Yosemite National Park,144
Vascular Plant,Dichanthelium sphaerocarpon var. sphaerocarpon,Safe,Yosemite National Park,167
Vascular Plant,Dichanthelium villosissimum var. villosissimum,Safe,Yosemite National Park,155
Vascular Plant,Dichelostemma capitatum ssp. capitatum,Safe,Yosemite National Park,140
Vascular Plant,Dichelostemma multiflorum,Safe,Yosemite National Park,162
Vascular Plant,Dichelostemma volubile,Safe,Yosemite National Park,127
Nonvascular Plant,Dichodontium pellucidum,Safe,Yosemite National Park,146
Nonvascular Plant,Dicranella heteromalla,Safe,Yosemite National Park,145
Nonvascular Plant,Dicranella rufescens,Safe,Yosemite National Park,171
Nonvascular Plant,Dicranella varia,Safe,Yosemite National Park,141
Nonvascular Plant,Dicranodontium asperulum,Safe,Yosemite National Park,163
Nonvascular Plant,Dicranodontium denudatum,Safe,Yosemite National Park,179
Nonvascular Plant,Dicranum condensatum,Safe,Yosemite National Park,148
Nonvascular Plant,Dicranum flagellare,Safe,Yosemite National Park,105
Nonvascular Plant,Dicranum fulvum,Safe,Yosemite National Park,123
Nonvascular Plant,Dicranum fuscescens,Safe,Yosemite National Park,158
Nonvascular Plant,Dicranum montanum,Safe,Yosemite National Park,118
Nonvascular Plant,Dicranum polysetum,Safe,Yosemite National Park,171
Nonvascular Plant,Dicranum scoparium,Safe,Yosemite National Park,174
Nonvascular Plant,Dicranum spurium,Safe,Yosemite National Park,132
Nonvascular Plant,Dicranum undulatum,Safe,Yosemite National Park,166
Nonvascular Plant,Dicranum viride,Safe,Yosemite National Park,115
Mammal,Didelphis virginiana,Safe,Yosemite National Park,139
Mammal,Didelphis virginiana,Safe,Yosemite National Park,151
Nonvascular Plant,Didymodon fallax,Safe,Yosemite National Park,137
Nonvascular Plant,Didymodon fallax var. reflexus,Safe,Yosemite National Park,163
Nonvascular Plant,Didymodon rigidulus,Safe,Yosemite National Park,167
Vascular Plant,Diervilla lonicera,Safe,Yosemite National Park,173
Vascular Plant,Diervilla sessilifolia,Safe,Yosemite National Park,190
Vascular Plant,Digitalis purpurea,Safe,Yosemite National Park,114
Vascular Plant,Digitalis purpurea,Safe,Yosemite National Park,177
Vascular Plant,Digitaria ciliaris,Safe,Yosemite National Park,155
Vascular Plant,Digitaria filiformis,Safe,Yosemite National Park,167
Vascular Plant,Digitaria ischaemum,Safe,Yosemite National Park,147
Vascular Plant,Digitaria ischaemum,Safe,Yosemite National Park,150
Vascular Plant,Digitaria sanguinalis,Safe,Yosemite National Park,144
Vascular Plant,Digitaria sanguinalis,Safe,Yosemite National Park,137
Vascular Plant,Digitaria violascens,Safe,Yosemite National Park,132
Vascular Plant,Diodia teres,Safe,Yosemite National Park,125
Vascular Plant,Diodia virginiana,Safe,Yosemite National Park,125
Vascular Plant,Dioscorea oppositifolia,Safe,Yosemite National Park,161
Vascular Plant,Dioscorea quaternata,Safe,Yosemite National Park,150
Vascular Plant,Dioscorea villosa,Safe,Yosemite National Park,139
Vascular Plant,Diospyros virginiana,Safe,Yosemite National Park,145
